Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-5.82960776e+001	8.32575267e+000	8.32575267e+000	5.79676010e+001	5.79676010e+001	-7.10822977e+001	-1.91298082e+001	-1.91298082e+001	-6.71960277e+000	-6.71960277e+000
5.01000000e-001	-5.56884309e+001	-8.04419720e+000	-8.04419720e+000	4.77339389e+001	4.77339389e+001	-5.78574863e+001	3.64083286e+001	3.64083286e+001	2.58699231e+001	2.58699231e+001
5.02000000e-001	-6.44574905e+001	-2.11776032e+001	-2.11776032e+001	-2.14366671e+001	-2.14366671e+001	-5.58031442e+001	5.57791404e+001	5.57791404e+001	4.51281117e+001	4.51281117e+001
5.03000000e-001	-6.08843733e+001	-5.08243312e-001	-5.08243312e-001	4.72957146e+001	4.72957146e+001	-6.43438557e+001	1.92197052e+001	1.92197052e+001	-3.39446713e+001	-3.39446713e+001
5.04000000e-001	-6.76730753e+001	4.53958665e+001	4.53958665e+001	1.59906929e+001	1.59906929e+001	-5.67885315e+001	8.85340731e+001	8.85340731e+001	-2.04615273e+001	-2.04615273e+001
5.05000000e-001	-6.34593592e+001	-4.15974309e+001	-4.15974309e+001	3.81654921e+001	3.81654921e+001	-7.41532122e+001	-7.37151278e+000	-7.37151278e+000	-6.80633383e+000	-6.80633383e+000
5.06000000e-001	-6.14713747e+001	-6.06744897e+001	-6.06744897e+001	2.26445455e+001	2.26445455e+001	-5.89053410e+001	5.81423401e+001	5.81423401e+001	2.05430227e+001	2.05430227e+001
5.07000000e-001	-7.44206803e+001	-4.22001626e+001	-4.22001626e+001	-1.21533444e+001	-1.21533444e+001	-6.42819981e+001	4.22302651e+001	4.22302651e+001	-2.28318358e+001	-2.28318358e+001
5.08000000e-001	-5.43648098e+001	-9.47081068e+000	-9.47081068e+000	-6.45320070e+001	-6.45320070e+001	-6.09127483e+001	-6.00458683e+001	-6.00458683e+001	-4.75121258e+001	-4.75121258e+001
5.09000000e-001	-5.30125630e+001	-2.58612170e+001	-2.58612170e+001	7.96666994e+001	-1.00333301e+002	-5.49964381e+001	-1.67318288e+001	-1.67318288e+001	-6.84954311e+001	-6.84954311e+001
5.10000000e-001	-5.78050513e+001	-3.50202868e+001	-3.50202868e+001	-7.48756864e+001	-7.48756864e+001	-6.08382333e+001	4.03515693e+001	4.03515693e+001	1.67051738e+001	1.67051738e+001
5.11000000e-001	-6.62120676e+001	-4.49062918e+001	-4.49062918e+001	-1.83761646e+001	-1.83761646e+001	-5.67036410e+001	-4.16740425e+001	-4.16740425e+001	2.45279774e+001	2.45279774e+001
5.12000000e-001	-6.26728013e+001	-7.11467530e+001	-7.11467530e+001	1.27424286e+001	1.27424286e+001	-6.00481497e+001	-2.61859474e+001	-2.61859474e+001	3.33754412e+001	3.33754412e+001
5.13000000e-001	-5.81577376e+001	-1.10508575e+001	-1.10508575e+001	-6.66192937e+001	-6.66192937e+001	-5.66651608e+001	-5.57233403e+001	-5.57233403e+001	6.20900748e+001	6.20900748e+001
5.14000000e-001	-6.02220932e+001	-1.69669349e+001	-1.69669349e+001	2.58748945e+001	2.58748945e+001	-6.14098188e+001	8.43139917e+001	-9.56860083e+001	-4.24045743e+001	-4.24045743e+001
5.15000000e-001	-5.39920187e+001	1.68312590e+001	1.68312590e+001	-6.02359422e+001	-6.02359422e+001	-6.70714098e+001	3.73918976e+001	-1.42608102e+002	-1.33017974e+001	-1.33017974e+001
5.16000000e-001	-6.51509161e+001	6.15877770e+001	6.15877770e+001	8.10157557e+000	8.10157557e+000	-6.20832570e+001	6.41107055e+001	-1.15889294e+002	7.80707340e+000	7.80707340e+000
5.17000000e-001	-7.65389603e+001	8.27425602e+001	8.27425602e+001	-1.66241433e+000	-1.66241433e+000	-5.50221429e+001	4.81878184e+001	-1.31812182e+002	7.45031926e+001	7.45031926e+001
5.18000000e-001	-6.01193729e+001	-2.93095576e+001	-2.93095576e+001	-4.54551302e+001	-4.54551302e+001	-7.00537711e+001	-5.05970865e+001	-2.30597087e+002	9.29576100e+000	9.29576100e+000
5.19000000e-001	-5.80756480e+001	-1.15513737e+001	-1.15513737e+001	8.64413952e+001	-9.35586048e+001	-6.25438236e+001	3.77586961e+001	-1.42241304e+002	-2.97312081e+001	-2.97312081e+001
5.20000000e-001	-6.77033775e+001	-6.46466344e+001	-6.46466344e+001	-1.66765306e-001	-1.80166765e+002	-7.22027864e+001	8.80613453e+001	-9.19386547e+001	-2.93992093e-001	-2.93992093e-001
5.21000000e-001	-5.35325708e+001	8.19284502e+001	-9.80715498e+001	1.92937097e+001	-1.60706290e+002	-5.91697059e+001	5.44916631e+001	-1.25508337e+002	4.25409889e+000	4.25409889e+000
5.22000000e-001	-5.36233611e+001	-7.69282688e+001	-7.69282688e+001	-1.34551862e+001	-1.93455186e+002	-8.92991426e+001	-2.57532072e+000	-1.82575321e+002	1.27171463e+000	1.27171463e+000
5.23000000e-001	-5.68232818e+001	-6.23202458e+001	-6.23202458e+001	2.49105253e+001	-1.55089475e+002	-6.84668965e+001	7.73492221e+001	-1.02650778e+002	4.00895112e+001	4.00895112e+001
5.24000000e-001	-5.76707530e+001	3.90032562e+001	3.90032562e+001	7.16663290e+001	-1.08333671e+002	-5.65206197e+001	7.16150976e+001	-1.08384902e+002	-6.54838211e+001	-6.54838211e+001
5.25000000e-001	-5.47321111e+001	-3.24440108e+001	-3.24440108e+001	-6.18709204e+001	-6.18709204e+001	-6.81787300e+001	-5.20264211e+001	-2.32026421e+002	7.28474828e+000	7.28474828e+000
5.26000000e-001	-6.25667764e+001	4.97790788e+001	4.97790788e+001	2.52907839e+001	2.52907839e+001	-5.93692571e+001	5.26219124e-002	-1.79947378e+002	-3.26382191e+001	-3.26382191e+001
5.27000000e-001	-7.15748089e+001	-1.65734280e+001	-1.65734280e+001	1.24307966e+001	1.24307966e+001	-6.12523620e+001	-7.19533584e+001	-2.51953358e+002	5.41668974e+001	5.41668974e+001
5.28000000e-001	-6.28385368e+001	2.28709092e+001	2.28709092e+001	3.05656854e+001	3.05656854e+001	-5.88201558e+001	-5.56588089e+001	-2.35658809e+002	1.89376331e+001	1.89376331e+001
5.29000000e-001	-6.73125971e+001	6.75353667e+001	6.75353667e+001	-1.95218981e+001	-1.95218981e+001	-5.36515802e+001	6.10489530e+000	-1.73895105e+002	8.91800359e+001	8.91800359e+001
5.30000000e-001	-5.46471702e+001	-2.95004305e+001	-2.95004305e+001	-7.05761167e+001	-7.05761167e+001	-6.63411224e+001	2.63499209e+001	-1.53650079e+002	2.59303693e+001	2.59303693e+001
5.31000000e-001	-5.73148011e+001	7.70311158e+001	7.70311158e+001	1.38642893e+000	1.38642893e+000	-7.48792171e+001	-2.51784818e+001	-2.05178482e+002	8.26844443e+000	8.26844443e+000
5.32000000e-001	-6.07676581e+001	1.45549445e+001	1.45549445e+001	2.72537380e+001	2.72537380e+001	-6.97506315e+001	-9.69657658e+000	-1.89696577e+002	-1.20807988e+001	-1.20807988e+001
5.33000000e-001	-5.85247371e+001	-1.45784849e+000	-1.45784849e+000	4.00481941e+001	4.00481941e+001	-5.59847685e+001	7.33477056e+001	-1.06652294e+002	8.49809744e+001	8.49809744e+001
5.34000000e-001	-6.08112102e+001	6.73712001e+001	6.73712001e+001	-1.80019809e+001	-1.80019809e+001	-5.66087741e+001	-1.99091166e+001	-1.99909117e+002	5.06997720e+001	5.06997720e+001
5.35000000e-001	-6.26110163e+001	5.60225477e+001	5.60225477e+001	-1.45086192e+001	-1.45086192e+001	-6.14800462e+001	1.15473510e+001	-1.68452649e+002	4.20393306e+001	4.20393306e+001
5.36000000e-001	-5.56753077e+001	3.66837476e+001	3.66837476e+001	5.52297305e+001	5.52297305e+001	-5.50427697e+001	-8.99089794e+000	-1.88990898e+002	-7.65756976e+001	-7.65756976e+001
5.37000000e-001	-7.26349109e+001	-5.38509036e+001	-5.38509036e+001	5.08459737e+000	5.08459737e+000	-5.55805356e+001	-8.98052120e+001	-2.69805212e+002	-3.18804645e+001	-3.18804645e+001
5.38000000e-001	-6.68650719e+001	-3.60633214e+001	-3.60633214e+001	-1.84728248e+001	-1.84728248e+001	-7.19825169e+001	7.92466750e+001	-2.80753325e+002	-1.78625115e+000	-1.78625115e+000
5.39000000e-001	-6.29141547e+001	2.96232815e+001	2.96232815e+001	1.60277709e+001	1.60277709e+001	-6.47135614e+001	7.70811527e+001	-2.82918847e+002	2.41028051e+000	2.41028051e+000
5.40000000e-001	-5.51393305e+001	5.87331630e+001	5.87331630e+001	3.41840077e+001	3.41840077e+001	-7.50209132e+001	3.21696694e+001	-3.27830331e+002	1.02990628e+001	1.02990628e+001
5.41000000e-001	-6.02013202e+001	2.16486786e+001	2.16486786e+001	-2.73729313e+001	-2.73729313e+001	-6.60725926e+001	2.93890588e+001	-3.30610941e+002	-4.03578882e+001	-4.03578882e+001
5.42000000e-001	-5.83038787e+001	-6.31247927e+001	-6.31247927e+001	6.45848833e+001	6.45848833e+001	-6.91071195e+001	1.54216286e+001	-3.44578371e+002	3.02371675e+001	3.02371675e+001
5.43000000e-001	-5.57082296e+001	2.46500309e+001	2.46500309e+001	4.41015402e+001	4.41015402e+001	-6.46221117e+001	-1.88926717e+001	-3.78892672e+002	-2.33073052e+001	-2.33073052e+001
5.44000000e-001	-6.50880415e+001	-2.03795817e+001	-2.03795817e+001	-1.98411321e+001	-1.98411321e+001	-7.16844044e+001	5.62101141e+001	-3.03789886e+002	-4.50086496e+000	-4.50086496e+000
5.45000000e-001	-5.86184122e+001	1.03748071e+001	1.03748071e+001	-5.49988770e+001	-5.49988770e+001	-6.37237732e+001	-2.97142298e+001	-3.89714230e+002	3.56049011e+001	3.56049011e+001
5.46000000e-001	-6.29081894e+001	-8.20167373e+001	-8.20167373e+001	2.03303827e+001	2.03303827e+001	-6.34899496e+001	-2.63314416e+001	-3.86331442e+002	-3.96448242e+001	-3.96448242e+001
5.47000000e-001	-5.47952548e+001	-1.34858813e+001	-1.34858813e+001	-6.60496495e+001	-6.60496495e+001	-6.21754854e+001	3.12408227e+001	-3.28759177e+002	-1.62927704e+001	-1.62927704e+001
