Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-7.53631987e+001	-3.32893378e+001	-3.32893378e+001	-6.31845933e+000	-6.31845933e+000	-5.99107333e+001	-3.99410390e+001	-3.99410390e+001	8.89135739e+001	8.89135739e+001
5.01000000e-001	-5.47494854e+001	-6.54864801e+001	-6.54864801e+001	6.80874763e+001	6.80874763e+001	-5.58873734e+001	-2.38043242e+001	-2.38043242e+001	-5.98995366e+001	1.20100463e+002
5.02000000e-001	-6.26418492e+001	-5.14987162e+000	-5.14987162e+000	3.11978316e+001	3.11978316e+001	-5.63348210e+001	-6.93694174e+001	-6.93694174e+001	-3.13342644e+001	1.48665736e+002
5.03000000e-001	-6.21179345e+001	5.24358823e+001	5.24358823e+001	6.74123759e+001	6.74123759e+001	-5.60475979e+001	2.66660214e+001	2.66660214e+001	6.26232204e+001	2.42623220e+002
5.04000000e-001	-5.94617488e+001	-1.40329333e+001	-1.40329333e+001	-3.38254363e+001	-3.38254363e+001	-5.71723471e+001	-4.42841120e+001	-4.42841120e+001	-1.93019605e+001	1.60698040e+002
5.05000000e-001	-5.79285523e+001	-1.89224036e+001	-1.89224036e+001	6.06910188e+001	6.06910188e+001	-6.11639653e+001	5.63670908e+001	5.63670908e+001	2.10727206e+001	2.01072721e+002
5.06000000e-001	-7.43976410e+001	4.22051186e+001	4.22051186e+001	-7.94113874e+000	-7.94113874e+000	-6.23012990e+001	1.19735731e+001	1.19735731e+001	-2.90215723e+001	1.50978428e+002
5.07000000e-001	-6.86574312e+001	-2.27392629e+001	-2.27392629e+001	2.04887941e+001	2.04887941e+001	-5.71132025e+001	5.08418529e+001	5.08418529e+001	-5.13757444e+001	1.28624256e+002
5.08000000e-001	-7.02272763e+001	-7.58117440e+001	-7.58117440e+001	-7.11210557e-001	-7.11210557e-001	-5.68918654e+001	-6.93954563e+001	-6.93954563e+001	-5.20213446e+001	1.27978655e+002
5.09000000e-001	-6.02599493e+001	-8.91839903e+001	-8.91839903e+001	2.13288551e+001	2.13288551e+001	-5.59220803e+001	2.50196247e+001	2.50196247e+001	-6.09803292e+001	1.19019671e+002
5.10000000e-001	-5.86630505e+001	-2.63197726e+001	-2.63197726e+001	5.17391444e+001	5.17391444e+001	-5.52762245e+001	5.79440574e+001	5.79440574e+001	-3.78915398e+001	1.42108460e+002
5.11000000e-001	-5.82271775e+001	-2.19534343e+001	-2.19534343e+001	-6.45924664e+001	-6.45924664e+001	-5.75532945e+001	-8.08765981e+001	9.91234019e+001	1.81489193e+001	1.98148919e+002
5.12000000e-001	-5.39344793e+001	3.97400098e+000	3.97400098e+000	-8.03116944e+001	-8.03116944e+001	-6.53960729e+001	8.25484942e+001	8.25484942e+001	1.56494163e+001	1.95649416e+002
5.13000000e-001	-5.84176580e+001	3.73690036e+001	3.73690036e+001	-5.73306643e+001	-5.73306643e+001	-5.85107991e+001	4.56232586e+001	4.56232586e+001	-3.09358457e+001	1.49064154e+002
5.14000000e-001	-5.66718530e+001	6.74726103e+001	6.74726103e+001	2.12863137e+001	2.12863137e+001	-5.45073394e+001	-8.09839939e+001	-8.09839939e+001	-3.14551465e+001	1.48544854e+002
5.15000000e-001	-6.20006871e+001	-5.64972180e+001	-5.64972180e+001	-3.82499270e+001	-3.82499270e+001	-5.97133106e+001	-8.34938544e+001	-8.34938544e+001	-7.25422040e+001	1.07457796e+002
5.16000000e-001	-6.55662231e+001	1.38784028e+001	1.38784028e+001	-2.09474508e+001	-2.09474508e+001	-6.69254261e+001	4.78250948e+001	-1.32174905e+002	1.34969311e+001	1.93496931e+002
5.17000000e-001	-6.56600757e+001	-3.85745707e+001	-3.85745707e+001	2.76293685e+001	2.76293685e+001	-5.97985766e+001	-7.98556099e+001	-2.59855610e+002	-3.86731082e+000	1.76132689e+002
5.18000000e-001	-6.25516476e+001	8.52868381e+001	8.52868381e+001	1.06771766e+001	1.06771766e+001	-6.13660933e+001	-3.12808028e+001	-2.11280803e+002	-3.74357046e+001	1.42564295e+002
5.19000000e-001	-5.59655604e+001	-1.74045161e+001	-1.74045161e+001	7.75573886e+001	7.75573886e+001	-7.76414078e+001	2.08289289e+001	-1.59171071e+002	-5.01366991e+000	1.74986330e+002
5.20000000e-001	-5.84445265e+001	9.82311861e+000	9.82311861e+000	-7.25235113e+001	1.07476489e+002	-7.16788074e+001	-3.26230481e+001	-2.12623048e+002	-1.22938278e+001	1.67706172e+002
