Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-7.04865916e+001	-3.35285072e+001	-3.35285072e+001	1.22237711e+001	1.22237711e+001	-6.18984231e+001	-6.13851718e+001	-6.13851718e+001	1.10681449e+000	1.10681449e+000
5.01000000e-001	-5.75899782e+001	1.51484703e+001	1.51484703e+001	4.25913705e+001	4.25913705e+001	-5.36892627e+001	-8.28815637e+001	-8.28815637e+001	-6.71231172e+001	-6.71231172e+001
5.02000000e-001	-5.80714039e+001	-8.58528954e+001	-8.58528954e+001	-5.17566399e+001	-5.17566399e+001	-5.78200741e+001	-7.20230205e+001	-7.20230205e+001	-2.18493675e+001	-2.18493675e+001
5.03000000e-001	-6.09439007e+001	4.67851037e+001	-1.33214896e+002	2.17209292e+001	2.17209292e+001	-5.94100876e+001	-4.23813503e+000	-4.23813503e+000	-6.71178469e+001	-6.71178469e+001
5.04000000e-001	-5.82418240e+001	-4.06947262e+001	-2.20694726e+002	-6.10065695e+001	-6.10065695e+001	-5.12442459e+001	5.38552227e+001	5.38552227e+001	-7.51675455e+001	-7.51675455e+001
5.05000000e-001	-6.03073449e+001	-7.25855511e+001	-2.52585551e+002	3.10129626e+001	3.10129626e+001	-5.62332172e+001	1.23053701e+001	1.23053701e+001	-8.17286610e+001	-8.17286610e+001
5.06000000e-001	-6.62765719e+001	3.24062303e+001	-1.47593770e+002	-1.04995405e+001	-1.04995405e+001	-6.00010872e+001	4.64421342e+001	4.64421342e+001	2.04952046e+001	2.04952046e+001
5.07000000e-001	-5.81282590e+001	2.37484610e+001	-1.56251539e+002	8.91347169e+001	8.91347169e+001	-5.20539222e+001	-5.70628833e+001	-5.70628833e+001	-7.61979201e-001	-7.61979201e-001
5.08000000e-001	-5.53884504e+001	5.37824243e+000	-1.74621758e+002	-5.27333147e+001	1.27266685e+002	-5.86923027e+001	3.99976213e+001	3.99976213e+001	6.47411049e+001	6.47411049e+001
5.09000000e-001	-6.72437145e+001	-7.11421204e+001	-2.51142120e+002	3.64111614e+000	1.83641116e+002	-6.82245484e+001	-6.90115229e+001	-6.90115229e+001	-1.36470651e+001	-1.36470651e+001
5.10000000e-001	-6.06316232e+001	2.87690320e+001	-1.51230968e+002	-3.58404264e+001	1.44159574e+002	-6.04353177e+001	4.26939479e+001	4.26939479e+001	1.60765438e+001	1.60765438e+001
5.11000000e-001	-6.24532543e+001	-6.60618004e+001	-2.46061800e+002	-2.67154832e+001	1.53284517e+002	-6.47107800e+001	-2.03384871e+001	-2.03384871e+001	1.96610944e+001	1.96610944e+001
5.12000000e-001	-6.54083571e+001	3.60056742e+000	-1.76399433e+002	3.53419762e+001	2.15341976e+002	-6.16616315e+001	-7.44380698e+001	-7.44380698e+001	1.28213770e+001	1.28213770e+001
5.13000000e-001	-6.11287919e+001	-6.01194380e+001	-2.40119438e+002	1.85637172e+001	1.98563717e+002	-5.54706779e+001	-4.35057319e+001	-4.35057319e+001	7.68857673e+001	7.68857673e+001
