Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-7.02321513e+001	5.49749950e+001	5.49749950e+001	-6.70630103e+000	-6.70630103e+000	-7.12360363e+001	7.42794200e+001	7.42794200e+001	1.64910437e+001	1.64910437e+001
5.01000000e-001	-5.63316416e+001	-7.37931936e+001	-7.37931936e+001	5.69181474e+001	5.69181474e+001	-6.01227596e+001	8.43549719e+001	8.43549719e+001	1.85923771e+001	1.85923771e+001
5.02000000e-001	-6.05630916e+001	3.76974772e+000	3.76974772e+000	4.10551979e+001	4.10551979e+001	-5.20496461e+001	5.23854724e+001	5.23854724e+001	6.53350529e+001	6.53350529e+001
5.03000000e-001	-7.27738631e+001	-5.67058384e+001	-5.67058384e+001	1.02985214e+001	1.02985214e+001	-6.90043274e+001	8.99183530e+001	8.99183530e+001	4.82503901e+000	4.82503901e+000
5.04000000e-001	-6.26159072e+001	4.73670324e+001	4.73670324e+001	-1.18813527e+001	-1.18813527e+001	-5.69081745e+001	-5.16545437e+001	1.28345456e+002	-1.28335239e+000	-1.28335239e+000
5.05000000e-001	-6.88841806e+001	1.40532412e+001	1.40532412e+001	-4.97564200e+001	-4.97564200e+001	-6.35073264e+001	1.09220780e+001	1.90922078e+002	-1.85428828e+001	-1.85428828e+001
5.06000000e-001	-6.17439544e+001	-2.27796205e+001	-2.27796205e+001	-4.88423768e+001	-4.88423768e+001	-6.87814894e+001	-7.70963605e-001	1.79229036e+002	-1.54737755e+001	-1.54737755e+001
5.07000000e-001	-6.31432176e+001	-4.41802256e+001	-4.41802256e+001	3.32382400e+001	3.32382400e+001	-5.66430385e+001	-7.47262639e+001	1.05273736e+002	-1.41635648e+001	-1.41635648e+001
5.08000000e-001	-6.76661355e+001	-8.06821480e+001	-8.06821480e+001	-6.18083380e-001	-6.18083380e-001	-6.14088144e+001	-5.99027625e+000	1.74009724e+002	-2.85653659e+001	-2.85653659e+001
5.09000000e-001	-6.24941984e+001	-6.36831830e+000	-6.36831830e+000	-3.28253740e+001	-3.28253740e+001	-5.70040647e+001	4.48527212e+001	2.24852721e+002	-4.56944955e+001	-4.56944955e+001
5.10000000e-001	-6.46662895e+001	-2.04771117e+001	-2.04771117e+001	-3.72282128e+001	-3.72282128e+001	-6.44183815e+001	3.26948168e+001	2.12694817e+002	-3.71513909e+001	-3.71513909e+001
5.11000000e-001	-6.60402106e+001	6.12791755e+001	6.12791755e+001	-1.39914863e+001	-1.39914863e+001	-5.87748739e+001	-4.89021733e+001	1.31097827e+002	3.97742628e+001	3.97742628e+001
5.12000000e-001	-6.56316374e+001	-3.48879960e+001	-3.48879960e+001	-2.52789453e+001	-2.52789453e+001	-5.82052352e+001	4.93163864e+000	1.84931639e+002	-4.82597525e+001	-4.82597525e+001
