Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-6.20404724e+001	5.31425419e+001	5.31425419e+001	3.43944085e+000	3.43944085e+000	-5.80860258e+001	-6.98460178e+001	-6.98460178e+001	2.15987622e+001	2.15987622e+001
5.01000000e-001	-5.38341928e+001	7.51137867e+001	7.51137867e+001	8.52000241e+001	8.52000241e+001	-5.46226203e+001	5.36224375e+001	5.36224375e+001	2.39875072e+001	2.39875072e+001
5.02000000e-001	-6.88051582e+001	7.82200384e+001	7.82200384e+001	-2.41793664e+000	-2.41793664e+000	-5.47028625e+001	-7.50691634e+001	-7.50691634e+001	-4.64451523e+001	-4.64451523e+001
5.03000000e-001	-6.17328646e+001	6.67118042e+001	6.67118042e+001	-2.31068139e+001	-2.31068139e+001	-5.76804257e+001	6.65426870e+001	-1.13457313e+002	-3.36810909e+001	-3.36810909e+001
5.04000000e-001	-5.80326271e+001	-5.65065928e+001	-5.65065928e+001	1.56762471e+001	1.56762471e+001	-5.34209612e+001	7.85167782e+001	-1.01483222e+002	-3.62701690e+001	-3.62701690e+001
5.05000000e-001	-7.96826636e+001	3.99564424e+001	3.99564424e+001	1.39179281e+000	1.39179281e+000	-5.54197399e+001	-1.85661014e+000	-1.81856610e+002	8.91529840e+001	8.91529840e+001
5.06000000e-001	-6.79988804e+001	-4.07105516e+001	-4.07105516e+001	1.74404086e+001	1.74404086e+001	-5.46205639e+001	-4.60739559e+001	-2.26073956e+002	-4.60661488e+001	1.33933851e+002
5.07000000e-001	-6.32586960e+001	5.07134491e+001	5.07134491e+001	4.14770669e+001	4.14770669e+001	-6.01359260e+001	-4.67495029e+001	-2.26749503e+002	-2.47938461e+001	1.55206154e+002
5.08000000e-001	-5.49621597e+001	-2.14403546e+001	-2.14403546e+001	-5.57469142e+001	-5.57469142e+001	-6.16255488e+001	5.95797347e+001	-1.20420265e+002	3.75835048e+001	2.17583505e+002
5.09000000e-001	-5.68222127e+001	4.99572275e+000	4.99572275e+000	-5.27468176e+001	-5.27468176e+001	-7.34272647e+001	9.83454100e+000	-1.70165459e+002	-1.05808039e+001	1.69419196e+002
5.10000000e-001	-5.67683565e+001	-1.78423766e+001	-1.78423766e+001	-7.65111865e+001	-7.65111865e+001	-5.49381719e+001	6.20475122e+001	-1.17952488e+002	7.25622843e+001	2.52562284e+002
5.11000000e-001	-6.09900109e+001	2.63400887e+001	2.63400887e+001	3.60153744e+001	3.60153744e+001	-6.01939336e+001	-5.43723288e+001	-2.34372329e+002	-4.97306507e+001	1.30269349e+002
5.12000000e-001	-6.76840501e+001	1.57492008e+001	1.57492008e+001	2.88301617e+001	2.88301617e+001	-6.04659038e+001	6.77332026e+001	-1.12266797e+002	7.53431281e+000	1.87534313e+002
5.13000000e-001	-6.56576949e+001	-5.90475670e+001	-5.90475670e+001	-4.78784624e+001	-4.78784624e+001	-5.65383396e+001	-2.43326810e+001	-2.04332681e+002	8.53055089e+001	2.65305509e+002
5.14000000e-001	-5.80297011e+001	-8.80568335e+001	-8.80568335e+001	-4.75592058e+000	-4.75592058e+000	-5.37398292e+001	6.05957174e+001	-1.19404283e+002	-8.47413389e+001	2.75258661e+002
5.15000000e-001	-5.63294273e+001	-6.97914949e+001	-6.97914949e+001	3.71931407e+001	3.71931407e+001	-5.52396172e+001	-6.59495866e+001	-2.45949587e+002	6.23790475e+001	2.42379047e+002
5.16000000e-001	-6.29144597e+001	1.63993861e+001	1.63993861e+001	2.24006241e+001	2.24006241e+001	-5.96552104e+001	5.92195464e+000	-1.74078045e+002	-8.20143848e+001	2.77985615e+002
5.17000000e-001	-5.44753913e+001	3.56694066e+001	3.56694066e+001	6.95263114e+001	6.95263114e+001	-6.68601156e+001	2.68107216e+000	-1.77318928e+002	-1.55457404e+001	3.44454260e+002
5.18000000e-001	-5.86631392e+001	7.48593081e+001	7.48593081e+001	-1.22755187e+000	-1.22755187e+000	-6.74371610e+001	1.45778420e+001	-1.65422158e+002	1.34242289e+001	3.73424229e+002
5.19000000e-001	-5.92834282e+001	1.73034561e+001	1.73034561e+001	-6.33072524e+001	-6.33072524e+001	-6.21786803e+001	-8.09046325e+001	-2.60904632e+002	3.00685616e+001	3.90068562e+002
5.20000000e-001	-6.19611864e+001	-2.97618490e+001	-2.97618490e+001	-2.13191302e+001	-2.13191302e+001	-6.00905809e+001	-2.49236563e+001	-2.04923656e+002	-4.21876257e+001	3.17812374e+002
5.21000000e-001	-6.58658841e+001	7.35816719e+001	7.35816719e+001	8.39829370e+000	8.39829370e+000	-6.86252028e+001	1.63974633e+001	-1.63602537e+002	1.13935896e+001	3.71393590e+002
5.22000000e-001	-5.35377963e+001	-6.83228957e+001	1.11677104e+002	-3.65030750e+000	-3.65030750e+000	-6.78716195e+001	3.52959577e+001	-1.44704042e+002	7.39895882e+000	3.67398959e+002
5.23000000e-001	-6.13280931e+001	-3.39348855e+001	1.46065114e+002	3.84709341e+001	3.84709341e+001	-5.80517477e+001	-7.31386706e+001	-2.53138671e+002	-8.49137763e+001	2.75086224e+002
5.24000000e-001	-6.96696702e+001	-3.34579218e+001	1.46542078e+002	1.23265560e+001	1.23265560e+001	-5.64621466e+001	-8.44774414e+001	-2.64477441e+002	-4.55361545e+001	3.14463846e+002
5.25000000e-001	-5.67015369e+001	-8.87029920e+001	9.12970080e+001	5.90230525e+001	5.90230525e+001	-6.62978380e+001	2.80581623e+001	-1.51941838e+002	-1.26055670e+001	3.47394433e+002
5.26000000e-001	-5.75656357e+001	-6.53499125e+001	1.14650087e+002	-5.10729814e+001	-5.10729814e+001	-6.74702466e+001	-6.00229953e+001	-2.40022995e+002	7.76582901e+000	3.67765829e+002
5.27000000e-001	-6.66780996e+001	-6.93147206e+001	1.10685279e+002	1.23066113e+001	1.23066113e+001	-5.91745660e+001	-8.94846578e+001	-2.69484658e+002	4.35708651e+001	4.03570865e+002
5.28000000e-001	-6.01360827e+001	8.76825776e+001	8.76825776e+001	1.03167889e+001	1.03167889e+001	-5.97855954e+001	6.95182358e+000	-1.73048176e+002	5.97941547e+001	4.19794155e+002
5.29000000e-001	-6.38032651e+001	3.79153701e+001	3.79153701e+001	-3.71208115e+001	-3.71208115e+001	-6.24961416e+001	3.70142516e+001	-1.42985748e+002	-3.00280650e+001	3.29971935e+002
5.30000000e-001	-6.58608292e+001	2.58110251e+001	2.58110251e+001	-1.50794373e+001	-1.50794373e+001	-6.75812990e+001	1.18635083e+001	-1.68136492e+002	-1.40571699e+001	3.45942830e+002
5.31000000e-001	-6.45658594e+001	-2.49424416e+001	-2.49424416e+001	-2.47415482e+001	-2.47415482e+001	-6.54576646e+001	5.40033950e+001	-1.25996605e+002	-7.70973226e+000	3.52290268e+002
5.32000000e-001	-6.32212661e+001	-8.77128239e+001	-8.77128239e+001	-1.01196788e+001	-1.01196788e+001	-6.58358761e+001	8.64879883e+001	-9.35120117e+001	-1.51181766e+001	3.44881823e+002
5.33000000e-001	-5.78360085e+001	1.81094675e+001	1.81094675e+001	4.46711062e+001	4.46711062e+001	-6.08880534e+001	-5.87943897e+001	-5.87943897e+001	-2.76065967e+001	3.32393403e+002
5.34000000e-001	-6.17064092e+001	8.20547775e+001	8.20547775e+001	-8.12754881e+000	-8.12754881e+000	-5.38508441e+001	-2.82379421e+001	-2.82379421e+001	5.81099056e+001	4.18109906e+002
5.35000000e-001	-6.19103772e+001	3.71924024e+001	3.71924024e+001	-2.44872983e+001	-2.44872983e+001	-5.76412715e+001	2.14232458e+001	2.14232458e+001	-6.23307277e+001	2.97669272e+002
5.36000000e-001	-7.11313276e+001	8.78263449e+001	8.78263449e+001	-3.02899177e+000	-3.02899177e+000	-5.46036857e+001	-4.29331390e+001	-4.29331390e+001	7.32344614e+001	2.53234461e+002
5.37000000e-001	-7.64729531e+001	4.48150702e+001	4.48150702e+001	-4.52764000e+000	-4.52764000e+000	-5.68475811e+001	8.36448602e+001	8.36448602e+001	-3.57202732e+001	1.44279727e+002
5.38000000e-001	-5.99264867e+001	-3.76184021e+001	-3.76184021e+001	-4.84586950e+001	-4.84586950e+001	-6.62792971e+001	-8.63464753e+001	9.36535247e+001	-1.22125002e+001	1.67787500e+002
