Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-5.73144187e+001	4.92821371e+001	4.92821371e+001	7.88332005e+001	7.88332005e+001	-6.15964783e+001	-3.68773845e+000	-3.68773845e+000	-2.80090308e+001	-2.80090308e+001
5.01000000e-001	-5.74914270e+001	1.77681756e+001	1.77681756e+001	4.31679990e+001	4.31679990e+001	-5.98602880e+001	3.43396953e+001	3.43396953e+001	1.83124747e+001	1.83124747e+001
5.02000000e-001	-6.37164102e+001	5.37403464e+001	5.37403464e+001	1.14959356e+001	1.14959356e+001	-5.33783219e+001	6.55135596e+001	6.55135596e+001	7.19379847e+001	7.19379847e+001
5.03000000e-001	-7.02583462e+001	-3.50140057e+001	-3.50140057e+001	1.43668083e+001	1.43668083e+001	-6.38942238e+001	2.39444479e+000	2.39444479e+000	-3.77881900e+001	-3.77881900e+001
5.04000000e-001	-7.09182541e+001	4.20380427e+001	4.20380427e+001	-8.12514557e+000	-8.12514557e+000	-5.76872979e+001	5.86527667e+001	5.86527667e+001	2.04256208e+001	2.04256208e+001
5.05000000e-001	-5.98532815e+001	-3.81027254e+001	-3.81027254e+001	5.17631517e+001	5.17631517e+001	-6.23340704e+001	1.36997607e+001	1.36997607e+001	3.70085396e+001	3.70085396e+001
5.06000000e-001	-6.48135679e+001	7.77428775e+001	7.77428775e+001	-1.16178178e+001	-1.16178178e+001	-5.34911140e+001	7.24148073e+001	7.24148073e+001	4.91628823e+001	4.91628823e+001
5.07000000e-001	-6.05715230e+001	7.47689062e+001	7.47689062e+001	6.92112041e+001	6.92112041e+001	-6.27359774e+001	6.13753808e+001	6.13753808e+001	3.29154544e+001	3.29154544e+001
5.08000000e-001	-5.37031814e+001	-2.41462727e+001	-2.41462727e+001	-7.77363849e+001	1.02263615e+002	-6.09180324e+001	-7.39464431e+001	1.06053557e+002	-4.11513499e+001	-4.11513499e+001
5.09000000e-001	-6.08323589e+001	-1.39718973e+001	-1.39718973e+001	-3.46780849e+001	1.45321915e+002	-7.11352434e+001	-3.54200869e+001	1.44579913e+002	1.13761095e+001	1.13761095e+001
5.10000000e-001	-5.89556292e+001	-3.62600853e+001	-3.62600853e+001	-5.77857179e+001	1.22214282e+002	-5.41546005e+001	4.07779497e+001	2.20777950e+002	-7.47256664e+001	-7.47256664e+001
5.11000000e-001	-6.91345349e+001	-1.51660601e+000	-1.51660601e+000	1.33438456e+001	1.93343846e+002	-6.74634400e+001	1.45115540e+001	1.94511554e+002	1.92877879e+001	1.92877879e+001
5.12000000e-001	-6.31228728e+001	1.11848093e+001	1.11848093e+001	4.68154653e+001	2.26815465e+002	-6.21122533e+001	-3.61741764e+001	1.43825824e+002	2.50211826e+001	2.50211826e+001
5.13000000e-001	-5.76654683e+001	5.04952441e+001	5.04952441e+001	-2.37999397e+001	1.56200060e+002	-6.08093190e+001	3.09150548e+001	2.10915055e+002	-3.56160838e+001	-3.56160838e+001
5.14000000e-001	-5.88265837e+001	6.51927180e+001	6.51927180e+001	3.97651335e+001	2.19765133e+002	-5.77350457e+001	1.93744287e+001	1.99374429e+002	6.72252650e+001	6.72252650e+001
5.15000000e-001	-5.16657780e+001	-6.05307773e+000	-6.05307773e+000	-7.67100429e+001	1.03289957e+002	-6.29896356e+001	4.61950036e+001	2.26195004e+002	-1.71478516e+001	-1.71478516e+001
5.16000000e-001	-5.42359601e+001	6.02677854e+001	6.02677854e+001	8.43026539e+001	8.43026539e+001	-5.89166230e+001	-4.29339102e+001	1.37066090e+002	5.81353411e+001	5.81353411e+001
5.17000000e-001	-5.84206391e+001	6.88072636e+001	6.88072636e+001	-1.07196721e+001	-1.07196721e+001	-6.52325422e+001	4.81386376e+001	2.28138638e+002	1.70966920e+001	1.70966920e+001
5.18000000e-001	-6.86367300e+001	4.40811129e+001	4.40811129e+001	1.26618683e+001	1.26618683e+001	-7.05329890e+001	-5.58987012e+001	1.24101299e+002	-9.94715733e+000	-9.94715733e+000
5.19000000e-001	-6.25615610e+001	-7.61290645e+001	-7.61290645e+001	-8.73831678e+000	-8.73831678e+000	-6.02017078e+001	2.68346451e+001	2.06834645e+002	-4.05760983e+001	-4.05760983e+001
5.20000000e-001	-5.56793019e+001	2.75196258e+001	2.75196258e+001	-4.06266728e+001	-4.06266728e+001	-6.85192312e+001	8.75375120e+001	2.67537512e+002	1.78529251e-001	1.78529251e-001
5.21000000e-001	-5.66230142e+001	4.87899794e+001	4.87899794e+001	-8.75890265e+000	-8.75890265e+000	-5.57699186e+001	-8.74386937e+001	2.72561306e+002	2.70964767e+001	2.70964767e+001
5.22000000e-001	-6.15213896e+001	7.90393548e+001	7.90393548e+001	-4.92630177e+001	-4.92630177e+001	-6.25828312e+001	1.76626903e+001	3.77662690e+002	3.22360159e+001	3.22360159e+001
5.23000000e-001	-6.73808081e+001	-2.85579093e+001	-2.85579093e+001	-4.39540364e+001	-4.39540364e+001	-5.26060942e+001	-8.86804323e+001	2.71319568e+002	8.85446874e+001	8.85446874e+001
5.24000000e-001	-5.83965531e+001	6.73005528e+001	6.73005528e+001	5.91734622e+001	5.91734622e+001	-5.64606048e+001	7.52390933e+001	2.55239093e+002	-6.24439298e+001	1.17556070e+002
5.25000000e-001	-6.27442958e+001	2.48667953e+001	2.48667953e+001	4.99227962e+000	4.99227962e+000	-6.48477372e+001	-6.96055770e+001	2.90394423e+002	-1.09062553e+001	1.69093745e+002
5.26000000e-001	-6.43372855e+001	8.46647705e+001	8.46647705e+001	5.02509797e+000	5.02509797e+000	-5.94673589e+001	1.99661107e+001	3.79966111e+002	-2.51608931e+001	1.54839107e+002
5.27000000e-001	-6.18207934e+001	1.28571187e+000	1.28571187e+000	4.02072808e+001	4.02072808e+001	-5.55337219e+001	6.44397383e+001	4.24439738e+002	2.55137115e+001	2.05513711e+002
5.28000000e-001	-6.42560743e+001	3.64108002e+001	3.64108002e+001	-1.61881801e+001	-1.61881801e+001	-5.70464224e+001	7.11597197e+001	4.31159720e+002	-1.66256362e+001	1.63374364e+002
5.29000000e-001	-5.37120001e+001	8.00840410e+001	8.00840410e+001	-3.53103126e+001	-3.53103126e+001	-5.67708304e+001	3.09190434e+001	3.90919043e+002	-5.52453353e+001	1.24754665e+002
5.30000000e-001	-5.73068152e+001	-3.80997583e+001	-3.80997583e+001	-6.08149983e+001	-6.08149983e+001	-6.40734495e+001	1.23582826e+001	3.72358283e+002	4.16237076e+001	2.21623708e+002
5.31000000e-001	-5.85797085e+001	3.52408418e+001	3.52408418e+001	5.89767531e+001	5.89767531e+001	-6.24731791e+001	4.11620228e+000	3.64116202e+002	-2.80408991e+001	1.51959101e+002
5.32000000e-001	-5.78339847e+001	4.02400826e+001	4.02400826e+001	3.68937900e+001	3.68937900e+001	-6.54508609e+001	5.59491534e+000	3.65594915e+002	2.34823164e+001	2.03482316e+002
5.33000000e-001	-7.05923712e+001	1.04711056e+001	1.04711056e+001	7.67283103e+000	7.67283103e+000	-7.36158488e+001	-4.88742652e+001	3.11125735e+002	3.82671225e+000	1.83826712e+002
5.34000000e-001	-6.00469824e+001	7.18610590e+001	7.18610590e+001	-1.55331254e+001	-1.55331254e+001	-6.40637846e+001	3.47597229e+001	3.94759723e+002	9.36028150e+000	1.89360282e+002
5.35000000e-001	-5.97725238e+001	-1.00422370e+000	-1.00422370e+000	5.31907031e+001	5.31907031e+001	-6.27156306e+001	8.59050971e+001	4.45905097e+002	2.00350396e+001	2.00035040e+002
5.36000000e-001	-5.80783593e+001	3.20331838e+001	3.20331838e+001	3.66380075e+001	3.66380075e+001	-5.81488221e+001	-2.40631694e+001	3.35936831e+002	6.29715211e+001	2.42971521e+002
5.37000000e-001	-6.37472541e+001	-6.01094113e+001	-6.01094113e+001	9.32533394e+000	9.32533394e+000	-6.16108977e+001	4.29738081e+001	4.02973808e+002	-5.68109856e+001	1.23189014e+002
5.38000000e-001	-6.41041230e+001	8.45746798e+001	-9.54253202e+001	-2.82445672e+000	-2.82445672e+000	-6.15399853e+001	-1.62752273e+001	3.43724773e+002	3.37002005e+001	2.13700200e+002
