Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-6.86519154e+001	8.64317591e+001	8.64317591e+001	2.26484327e+000	2.26484327e+000	-5.56813893e+001	-7.69218967e+001	-7.69218967e+001	8.37123381e+001	8.37123381e+001
5.01000000e-001	-7.28938455e+001	-3.23758890e+001	-3.23758890e+001	1.12591910e+001	1.12591910e+001	-6.06657002e+001	-8.02189255e+001	-8.02189255e+001	-2.87235985e+000	-2.87235985e+000
5.02000000e-001	-6.14363125e+001	4.69771227e+000	4.69771227e+000	3.67510142e+001	3.67510142e+001	-5.43581110e+001	7.74323603e+001	-1.02567640e+002	-1.05314072e+001	-1.05314072e+001
5.03000000e-001	-6.55026659e+001	6.56860267e+000	6.56860267e+000	3.76413804e+001	3.76413804e+001	-6.11209644e+001	2.89307177e+001	-1.51069282e+002	2.43144016e+001	2.43144016e+001
5.04000000e-001	-6.64857165e+001	6.78403432e+001	6.78403432e+001	7.26854309e+000	7.26854309e+000	-5.69466107e+001	2.62174237e+001	-1.53782576e+002	-4.06538170e+001	-4.06538170e+001
5.05000000e-001	-5.68709754e+001	-5.55829517e+001	-5.55829517e+001	7.50897803e+000	7.50897803e+000	-5.47471600e+001	5.94721609e+001	-1.20527839e+002	-2.46796913e+001	-2.46796913e+001
5.06000000e-001	-6.62325140e+001	-2.01623743e+001	-2.01623743e+001	1.84625475e+001	1.84625475e+001	-6.27976845e+001	6.01638040e+001	-1.19836196e+002	3.00979395e+001	3.00979395e+001
5.07000000e-001	-6.43087844e+001	2.37294222e+001	2.37294222e+001	2.55402356e+001	2.55402356e+001	-6.09309505e+001	2.70862009e+001	-1.52913799e+002	-5.65333522e+001	-5.65333522e+001
5.08000000e-001	-7.01617834e+001	-6.82615297e+001	-6.82615297e+001	1.88871788e+000	1.88871788e+000	-6.09358754e+001	-3.81185578e+001	-2.18118558e+002	-3.15103935e+001	-3.15103935e+001
5.09000000e-001	-8.04580567e+001	-1.57965856e+001	-1.57965856e+001	-3.83798327e+000	-3.83798327e+000	-5.59970129e+001	-1.95537381e+001	-1.99553738e+002	8.54400002e+001	8.54400002e+001
5.10000000e-001	-6.50103467e+001	6.85618963e+001	6.85618963e+001	4.69152200e+000	4.69152200e+000	-7.68060150e+001	5.10837495e+000	-1.74891625e+002	-1.33700870e+001	-1.33700870e+001
5.11000000e-001	-5.81117147e+001	1.51390191e+001	1.51390191e+001	-4.82141927e+001	-4.82141927e+001	-6.24100539e+001	8.86983067e+001	-9.13016933e+001	8.78444789e+000	8.78444789e+000
5.12000000e-001	-7.31985090e+001	8.39822519e+001	8.39822519e+001	7.57538133e+000	7.57538133e+000	-5.54239455e+001	3.77661272e+000	-1.76223387e+002	-6.12906639e+001	-6.12906639e+001
5.13000000e-001	-5.69859009e+001	4.15614744e+001	4.15614744e+001	-6.11241328e+001	-6.11241328e+001	-5.60134670e+001	-5.05223862e+000	-1.85052239e+002	7.54690491e+001	-1.04530951e+002
5.14000000e-001	-5.92539080e+001	-1.11557065e+001	-1.11557065e+001	2.88361045e+001	2.88361045e+001	-5.47374887e+001	7.66516591e+001	-1.03348341e+002	2.03656467e+001	-1.59634353e+002
5.15000000e-001	-6.42068467e+001	-3.66483565e+000	-3.66483565e+000	2.86964360e+001	2.86964360e+001	-6.12499099e+001	1.17541812e+001	-1.68245819e+002	4.70999863e+001	-1.32900014e+002
5.16000000e-001	-5.41136957e+001	1.53416179e+001	1.53416179e+001	-6.01841405e+001	-6.01841405e+001	-5.77896814e+001	4.16956884e+001	-1.38304312e+002	7.34140929e+001	-1.06585907e+002
5.17000000e-001	-5.74345531e+001	1.82260062e+001	1.82260062e+001	-7.11607761e+001	-7.11607761e+001	-6.29604872e+001	3.42324238e+001	-1.45767576e+002	-3.89401997e+001	-2.18940200e+002
