Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-6.51051259e+001	-6.38361127e+001	-6.38361127e+001	-1.48709832e+001	-1.48709832e+001	-5.49114926e+001	-6.86804067e+001	-6.86804067e+001	-8.49222473e+001	-8.49222473e+001
5.01000000e-001	-5.55309939e+001	-1.88423451e+001	-1.88423451e+001	-6.86481297e+001	-6.86481297e+001	-5.89940903e+001	-7.24628520e+001	-7.24628520e+001	-2.02738777e+001	-2.02738777e+001
5.02000000e-001	-5.69932120e+001	-4.70853957e+001	-4.70853957e+001	3.64669436e+001	3.64669436e+001	-5.03760500e+001	5.13245239e+001	5.13245239e+001	-8.60077994e+001	-8.60077994e+001
5.03000000e-001	-7.33702536e+001	4.30149385e+001	4.30149385e+001	-5.68862884e+000	-5.68862884e+000	-5.92746667e+001	7.28671894e+001	7.28671894e+001	-1.85200232e+001	-1.85200232e+001
5.04000000e-001	-5.73284861e+001	-7.11965296e+001	-7.11965296e+001	-4.21378471e+001	-4.21378471e+001	-5.45806322e+001	-1.32162373e+001	-1.32162373e+001	-6.87352359e+001	-6.87352359e+001
5.05000000e-001	-6.12427380e+001	-3.58411404e+001	-3.58411404e+001	4.73017518e+001	4.73017518e+001	-5.99719774e+001	7.87966369e+001	7.87966369e+001	5.11456268e+000	5.11456268e+000
5.06000000e-001	-6.07135270e+001	-6.05415940e+001	-6.05415940e+001	-6.13875364e+001	-6.13875364e+001	-5.76161187e+001	-6.43690701e+000	-6.43690701e+000	-5.20971962e+001	-5.20971962e+001
5.07000000e-001	-6.30981522e+001	-2.59910556e+001	-2.59910556e+001	3.83503451e+001	3.83503451e+001	-5.81021924e+001	-9.88313355e+000	-9.88313355e+000	7.89483497e+001	-1.01051650e+002
5.08000000e-001	-7.27701866e+001	-5.66727059e+001	-5.66727059e+001	-4.40486120e+000	-4.40486120e+000	-6.86911205e+001	8.96934973e+001	8.96934973e+001	1.25015233e+000	-1.78749848e+002
5.09000000e-001	-5.64370580e+001	-5.90204373e+000	-5.90204373e+000	-5.74280448e+001	-5.74280448e+001	-5.88316882e+001	-2.11496693e+001	-2.11496693e+001	-5.50395248e+001	-2.35039525e+002
5.10000000e-001	-7.04285563e+001	-4.11299372e+000	-4.11299372e+000	-1.86734955e+001	-1.86734955e+001	-6.11682296e+001	6.67558227e+001	6.67558227e+001	-2.46253448e+001	-2.04625345e+002
5.11000000e-001	-6.13213857e+001	2.36560327e+001	2.36560327e+001	-3.38003303e+001	-3.38003303e+001	-6.90729306e+001	-8.02925676e+001	9.97074324e+001	1.01629777e+001	-1.69837022e+002
5.12000000e-001	-6.26087774e+001	-2.43375978e+001	-2.43375978e+001	-4.66813651e+001	-4.66813651e+001	-5.60279879e+001	1.57797022e+001	1.95779702e+002	-5.17123580e+001	-2.31712358e+002
5.13000000e-001	-5.47914395e+001	1.39838512e+001	1.39838512e+001	8.51536363e+001	-9.48463637e+001	-5.56486175e+001	-1.65017929e+001	1.63498207e+002	7.03909912e+001	-1.09609009e+002
5.14000000e-001	-6.52046262e+001	4.62513047e+001	4.62513047e+001	1.00522391e+001	-1.69947761e+002	-5.96124875e+001	3.73573519e+001	2.17357352e+002	2.27014215e+001	-1.57298578e+002
5.15000000e-001	-7.29954007e+001	-7.75700216e+001	-7.75700216e+001	5.39525559e+000	-1.74604744e+002	-6.56873254e+001	7.05475773e+000	1.87054758e+002	2.82361254e+001	-1.51763875e+002
5.16000000e-001	-5.69448123e+001	4.82277763e+001	4.82277763e+001	-3.31364729e+001	-2.13136473e+002	-6.45210512e+001	4.28709741e+001	2.22870974e+002	2.24659715e+001	-1.57534028e+002
5.17000000e-001	-5.87060118e+001	-1.32851858e+001	-1.32851858e+001	6.75453231e+001	-1.12454677e+002	-5.55372668e+001	3.80483078e+001	2.18048308e+002	-5.14597851e+001	-2.31459785e+002
5.18000000e-001	-6.27871931e+001	-4.58030074e+001	-4.58030074e+001	-2.10882478e+001	-2.01088248e+002	-6.68318892e+001	5.62345654e+001	2.36234565e+002	1.35800798e+001	-1.66419920e+002
5.19000000e-001	-5.73203974e+001	-3.04066754e+001	-3.04066754e+001	-2.32043120e+000	-1.82320431e+002	-6.55810461e+001	-6.05496239e+000	1.73945038e+002	1.87971912e+001	-1.61202809e+002
5.20000000e-001	-5.32196393e+001	2.46832358e+000	2.46832358e+000	5.20663801e+001	-1.27933620e+002	-6.28576228e+001	-5.30936486e+001	1.26906351e+002	-3.57564254e+001	-2.15756425e+002
5.21000000e-001	-6.40140194e+001	4.70736431e+001	4.70736431e+001	-2.91712032e+001	-2.09171203e+002	-6.29588857e+001	-5.01510709e+001	1.29848929e+002	-1.70574655e+001	-1.97057465e+002
5.22000000e-001	-5.27984809e+001	4.32093192e+001	4.32093192e+001	-8.44319386e+001	-2.64431939e+002	-6.20092844e+001	-5.19128616e+001	1.28087138e+002	-2.47361978e+001	-2.04736198e+002
5.23000000e-001	-5.93963980e+001	1.19783956e+001	1.19783956e+001	-5.33147645e+001	-2.33314765e+002	-5.80128527e+001	-7.07363915e+001	1.09263608e+002	-5.45427641e+000	-1.85454276e+002
5.24000000e-001	-5.76968946e+001	-7.88694924e+001	-7.88694924e+001	1.07629048e+001	-1.69237095e+002	-5.63517773e+001	-5.25407740e+001	1.27459226e+002	-5.54930796e+001	-2.35493080e+002
5.25000000e-001	-6.20512951e+001	2.45366788e+001	2.45366788e+001	2.08284078e+001	-1.59171592e+002	-7.11921454e+001	4.39509322e+001	2.23950932e+002	-1.19797403e+001	-1.91979740e+002
5.26000000e-001	-5.49824539e+001	-2.86222571e+001	-2.86222571e+001	7.55565804e+001	-1.04443420e+002	-5.96676138e+001	2.28391221e+001	2.02839122e+002	3.05160615e+001	-1.49483938e+002
5.27000000e-001	-6.37746239e+001	-5.43411067e+001	-5.43411067e+001	-3.09231688e+000	-1.83092317e+002	-5.30550722e+001	-4.76170628e+001	1.32382937e+002	7.57439490e+001	-1.04256051e+002
5.28000000e-001	-5.54891978e+001	6.08887204e+001	6.08887204e+001	-6.95585421e+001	-2.49558542e+002	-5.90969617e+001	3.48107224e+001	2.14810722e+002	5.02178861e+001	-1.29782114e+002
5.29000000e-001	-5.31692785e+001	1.41897175e+001	1.41897175e+001	-7.99899098e+001	-2.59989910e+002	-5.73991887e+001	-3.88048863e+001	1.41195114e+002	-4.63628585e+001	-2.26362858e+002
5.30000000e-001	-6.18620823e+001	8.35477122e+001	8.35477122e+001	1.30905648e+000	-1.78690944e+002	-5.66380579e+001	3.97858120e+001	2.19785812e+002	-2.42012376e+001	-2.04201238e+002
5.31000000e-001	-6.74110027e+001	-8.37910069e+001	9.62089931e+001	-8.68302113e+000	-1.88683021e+002	-6.43228027e+001	7.92162280e+001	2.59216228e+002	2.81223559e+001	-1.51877644e+002
5.32000000e-001	-5.68541438e+001	-7.22700015e+001	1.07729998e+002	3.48824941e+001	-1.45117506e+002	-6.62519431e+001	-7.59333605e+001	2.84066639e+002	-1.40328841e+001	-1.94032884e+002
5.33000000e-001	-6.38492289e+001	-7.77112905e+001	1.02288709e+002	7.34026668e+000	-1.72659733e+002	-6.00661671e+001	7.38767196e+001	2.53876720e+002	1.99005314e+001	-1.60099469e+002
5.34000000e-001	-5.80189080e+001	-4.33555545e+001	1.36644445e+002	-8.81579524e+001	-2.68157952e+002	-6.36019506e+001	-7.93744210e+001	2.80625579e+002	7.20774534e+000	-1.72792255e+002
5.35000000e-001	-6.76931380e+001	-5.00108985e+001	1.29989101e+002	1.64650106e+001	-1.63534989e+002	-6.85685911e+001	-3.49913401e+001	3.25008660e+002	2.17025887e+001	-1.58297411e+002
5.36000000e-001	-6.50771138e+001	5.68672446e+001	2.36867245e+002	-1.25425488e+000	-1.81254255e+002	-5.26730951e+001	-3.77821062e+000	3.56221789e+002	-7.83351797e+001	-2.58335180e+002
5.37000000e-001	-6.07713985e+001	-6.63801979e+000	1.73361980e+002	-3.86797796e+001	-2.18679780e+002	-6.09086549e+001	-5.81577544e+001	3.01842246e+002	4.23065485e+001	-1.37693451e+002
5.38000000e-001	-5.97732852e+001	2.95523901e+001	2.09552390e+002	6.05311229e+001	-1.19468877e+002	-6.46807065e+001	-5.94280765e+001	3.00571923e+002	-1.30510574e+000	-1.81305106e+002
5.39000000e-001	-6.08426626e+001	6.09015921e+001	2.40901592e+002	1.25877155e-001	-1.79874123e+002	-7.53501864e+001	1.12501700e+001	3.71250170e+002	-1.07212568e+001	-1.90721257e+002
5.40000000e-001	-6.28926330e+001	6.81286441e+001	2.48128644e+002	-5.70290041e-002	-1.80057029e+002	-5.98092937e+001	-4.18598707e+001	3.18140129e+002	4.73554541e+001	-1.32644546e+002
5.41000000e-001	-6.68125255e+001	8.01211408e+001	2.60121141e+002	-2.69749841e+000	-1.82697498e+002	-6.19599647e+001	3.01144597e+001	3.90114460e+002	-3.62386710e+001	-2.16238671e+002
5.42000000e-001	-5.76002835e+001	-1.61780542e+001	1.63821946e+002	6.92101585e+001	-1.10789842e+002	-6.13122198e+001	2.23548026e+001	3.82354803e+002	7.00746236e+001	-1.09925376e+002
5.43000000e-001	-5.33855999e+001	6.33682730e+001	2.43368273e+002	-7.33991584e+001	-7.33991584e+001	-5.70750749e+001	-8.00098708e+001	2.79990129e+002	-8.08715777e+000	-1.88087158e+002
5.44000000e-001	-6.07715295e+001	5.58353574e+001	2.35835357e+002	-1.23333460e+001	-1.23333460e+001	-5.87099993e+001	-3.14527627e+001	3.28547237e+002	4.43418078e+001	-1.35658192e+002
5.45000000e-001	-5.96189666e+001	6.80825524e+001	2.48082552e+002	2.21306840e+001	2.21306840e+001	-5.86111018e+001	6.81418302e+001	4.28141830e+002	1.15434879e+001	-1.68456512e+002
5.46000000e-001	-6.78556648e+001	-2.50695674e+001	1.54930433e+002	-1.42208500e+001	-1.42208500e+001	-5.27231753e+001	2.44011421e+001	3.84401142e+002	-7.39302664e+001	-2.53930266e+002
5.47000000e-001	-6.66097387e+001	7.46437908e+001	2.54643791e+002	1.53718077e+001	1.53718077e+001	-6.40797484e+001	-4.07317607e+001	3.19268239e+002	2.42045512e+001	-1.55795449e+002
5.48000000e-001	-6.11903165e+001	3.98290622e+001	2.19829062e+002	-2.41614516e+001	-2.41614516e+001	-7.60042719e+001	4.54927992e+001	4.05492799e+002	-1.26659736e+001	-1.92665974e+002
5.49000000e-001	-6.07485224e+001	-4.72895705e+001	1.32710430e+002	2.70409143e+001	2.70409143e+001	-5.63576594e+001	-3.80719610e+001	3.21928039e+002	-4.60580221e+001	-2.26058022e+002
5.50000000e-001	-5.53789804e+001	-8.47690453e+001	9.52309547e+001	3.65183200e+001	3.65183200e+001	-6.22374328e+001	7.48668165e+000	3.67486682e+002	3.28917024e+001	-1.47108298e+002
5.51000000e-001	-6.27928642e+001	6.71205517e+001	6.71205517e+001	-3.05689184e+001	-3.05689184e+001	-6.10425135e+001	3.63560040e+001	3.96356004e+002	-2.40587301e+001	-2.04058730e+002
5.52000000e-001	-5.94312744e+001	1.78531202e+000	1.78531202e+000	-2.90433347e+001	-2.90433347e+001	-6.36974477e+001	-1.41545573e+001	3.45845443e+002	-7.66704746e+001	-2.56670475e+002
5.53000000e-001	-5.93266608e+001	-6.27194822e+001	-6.27194822e+001	7.81926305e+001	7.81926305e+001	-6.03103140e+001	-4.03104997e+001	3.19689500e+002	6.42415442e+001	-2.95758456e+002
5.54000000e-001	-6.01709190e+001	4.64144485e-002	4.64144485e-002	-4.67399928e+001	-4.67399928e+001	-7.15160031e+001	-9.61991130e+000	3.50380089e+002	8.89641797e+000	-3.51103582e+002
5.55000000e-001	-6.19992400e+001	-7.40620910e+001	-7.40620910e+001	2.51168246e+001	2.51168246e+001	-6.14651315e+001	-8.20483673e+001	2.77951633e+002	-2.70967612e+001	-3.87096761e+002
5.56000000e-001	-5.71809135e+001	-2.26980112e+000	-2.26980112e+000	-7.00834673e+001	-7.00834673e+001	-5.86877682e+001	-1.27465728e+001	3.47253427e+002	-5.24680659e+001	-4.12468066e+002
5.57000000e-001	-6.01631455e+001	-9.20693196e+000	-9.20693196e+000	3.41935387e+001	3.41935387e+001	-5.90954380e+001	-7.07859196e+001	2.89214080e+002	-4.57747508e+001	-4.05774751e+002
5.58000000e-001	-6.01930154e+001	2.17808961e+001	2.17808961e+001	-7.55191560e+000	-7.55191560e+000	-6.23582117e+001	-6.83416447e+001	2.91658355e+002	-1.40719055e+001	-3.74071905e+002
5.59000000e-001	-5.52201752e+001	8.20795832e+001	8.20795832e+001	-3.96695546e+001	-3.96695546e+001	-5.44767660e+001	-7.44709346e+000	3.52552907e+002	-6.42334149e+001	-4.24233415e+002
5.60000000e-001	-5.78917993e+001	2.11203595e+001	2.11203595e+001	-5.38644366e+001	-5.38644366e+001	-6.16107781e+001	-2.17678130e+001	3.38232187e+002	-2.66023785e+001	-3.86602379e+002
5.61000000e-001	-6.14998761e+001	-9.99199872e+000	-9.99199872e+000	2.71317789e+001	2.71317789e+001	-6.58509696e+001	2.91226650e+001	3.89122665e+002	-2.71063417e+001	-3.87106342e+002
5.62000000e-001	-6.40352192e+001	1.15382899e+001	1.15382899e+001	1.62931533e+001	1.62931533e+001	-6.44875687e+001	6.60172511e+001	4.26017251e+002	-8.24136983e-001	-3.60824137e+002
5.63000000e-001	-6.35530025e+001	1.51412050e+001	1.51412050e+001	-4.48785451e+001	-4.48785451e+001	-7.59035975e+001	-6.64730262e+001	4.73526974e+002	-6.39227231e+000	-3.66392272e+002
5.64000000e-001	-7.31983229e+001	-2.84131479e+001	-2.84131479e+001	6.65495580e+000	6.65495580e+000	-6.61772280e+001	8.13124353e+000	5.48131244e+002	2.08358338e+001	-3.39164166e+002
5.65000000e-001	-5.85328032e+001	-8.82380093e+001	-8.82380093e+001	-5.36720300e+001	-5.36720300e+001	-5.63949433e+001	3.91519561e+001	5.79151956e+002	3.49351318e+001	-3.25064868e+002
5.66000000e-001	-5.79803935e+001	-7.12710707e+001	-7.12710707e+001	5.34734084e+001	5.34734084e+001	-6.30945654e+001	6.57682271e+001	6.05768227e+002	3.15109972e+001	-3.28489003e+002
5.67000000e-001	-6.10415029e+001	6.51422341e+001	-1.14857766e+002	1.04345653e+001	1.04345653e+001	-6.06424956e+001	-3.12846705e+001	5.08715329e+002	3.69740691e+001	-3.23025931e+002
5.68000000e-001	-6.23909788e+001	-8.04793858e+001	-8.04793858e+001	2.06222734e+001	2.06222734e+001	-5.83908919e+001	-6.21890944e+001	4.77810906e+002	8.77904769e+001	-2.72209523e+002
5.69000000e-001	-5.64605982e+001	1.02612768e+001	1.02612768e+001	6.43239075e+001	6.43239075e+001	-6.69840208e+001	-4.06697794e+000	5.35933022e+002	2.27420771e+001	-3.37257923e+002
5.70000000e-001	-5.91944471e+001	-1.55647824e+001	-1.55647824e+001	-5.55168401e+001	-5.55168401e+001	-6.32542283e+001	7.32448866e+001	6.13244887e+002	7.94747105e+000	-3.52052529e+002
5.71000000e-001	-5.54488267e+001	9.12480611e+000	9.12480611e+000	8.71895938e+001	-9.28104062e+001	-6.23286718e+001	8.39578786e+001	6.23957879e+002	1.17021080e+001	-3.48297892e+002
5.72000000e-001	-5.70841111e+001	8.29173293e+001	8.29173293e+001	1.86848716e+001	-1.61315128e+002	-6.19939088e+001	1.03240025e+001	5.50324003e+002	-1.91021545e+001	-3.79102155e+002
