Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-6.02367747e+001	-1.49050567e+001	-1.49050567e+001	4.08622175e+001	4.08622175e+001	-5.82060743e+001	-1.34203577e+001	-1.34203577e+001	-4.41955824e+001	-4.41955824e+001
5.01000000e-001	-5.40816757e+001	-1.37203781e+000	-1.37203781e+000	5.85492436e+001	5.85492436e+001	-9.08148818e+001	5.86763477e+001	5.86763477e+001	-1.27223403e-002	-1.27223403e-002
5.02000000e-001	-5.85829236e+001	7.57527361e+001	7.57527361e+001	-1.68431104e+001	-1.68431104e+001	-6.09270176e+001	4.85681906e+001	4.85681906e+001	2.05845924e+001	2.05845924e+001
5.03000000e-001	-5.73349151e+001	4.00930981e+001	4.00930981e+001	-7.14564544e+001	-7.14564544e+001	-5.73149517e+001	1.76409152e+001	1.76409152e+001	-6.50017632e+001	-6.50017632e+001
5.04000000e-001	-6.00576839e+001	2.87401748e+001	2.87401748e+001	-2.63201455e+001	-2.63201455e+001	-5.69120439e+001	5.21783028e+001	5.21783028e+001	3.05128691e+001	3.05128691e+001
5.05000000e-001	-6.04821796e+001	-7.87640920e+001	-7.87640920e+001	2.73699084e+001	2.73699084e+001	-6.13111623e+001	4.78229047e+001	4.78229047e+001	1.23297231e+000	1.23297231e+000
5.06000000e-001	-6.09802785e+001	7.38663132e+000	7.38663132e+000	5.05307424e+001	5.05307424e+001	-6.07583163e+001	4.79927948e+001	4.79927948e+001	1.80240560e+001	1.80240560e+001
5.07000000e-001	-6.37944956e+001	2.44640078e+001	2.44640078e+001	-1.83492485e+001	-1.83492485e+001	-5.20124145e+001	-4.16173126e+001	-4.16173126e+001	3.10788511e+001	3.10788511e+001
5.08000000e-001	-6.13469384e+001	-3.91145131e+001	-3.91145131e+001	-2.16588185e+000	-2.16588185e+000	-6.79999562e+001	-7.68904337e+001	-7.68904337e+001	4.47643190e+000	4.47643190e+000
