Frequency	 |S11|	 Phase(S11)	 ExtPh(S11)	 |S21|	 Phase(S21)	 ExtPh(S21)	 |S12|	 Phase(S12)	 ExtPh(S12)	 |S22|	 Phase(S22)	 ExtPh(S22) 
5.000000e-001	-1.688997e-001	-2.284512e+000	-2.284512e+000	-6.464780e+001	5.105184e+000	5.105184e+000	-6.376086e+001	4.709396e+001	4.709396e+001	-1.564024e-001	-2.034576e+000	-2.034576e+000	
5.010000e-001	-1.719924e-001	-2.272424e+000	-2.272424e+000	-6.502462e+001	-1.463723e+001	-1.463723e+001	-7.004815e+001	5.187749e+000	5.187749e+000	-1.641900e-001	-2.046708e+000	-2.046708e+000	
5.020000e-001	-1.738768e-001	-2.256698e+000	-2.256698e+000	-6.441791e+001	-6.922199e+001	-6.922199e+001	-7.827342e+001	9.524783e-001	9.524783e-001	-1.665486e-001	-2.008148e+000	-2.008148e+000	
5.030000e-001	-1.728494e-001	-2.253220e+000	-2.253220e+000	-6.378743e+001	-7.454500e+001	-7.454500e+001	-6.123699e+001	5.091529e+001	5.091529e+001	-1.795429e-001	-2.077695e+000	-2.077695e+000	
5.040000e-001	-1.645634e-001	-2.235427e+000	-2.235427e+000	-6.500509e+001	8.207589e+001	-9.792411e+001	-7.260221e+001	2.783733e+001	2.783733e+001	-1.734035e-001	-2.103508e+000	-2.103508e+000	
5.050000e-001	-1.714410e-001	-2.314135e+000	-2.314135e+000	-6.335105e+001	-7.609712e+000	-1.876097e+002	-6.567900e+001	6.867269e+001	6.867269e+001	-1.693981e-001	-2.019806e+000	-2.019806e+000	
5.060000e-001	-1.691533e-001	-2.273214e+000	-2.273214e+000	-6.244527e+001	-3.846757e+001	-2.184676e+002	-7.347021e+001	-6.860174e+001	-6.860174e+001	-1.783610e-001	-2.068811e+000	-2.068811e+000	
5.070000e-001	-1.718936e-001	-2.327009e+000	-2.327009e+000	-6.770265e+001	-5.842348e+001	-2.384235e+002	-8.978928e+001	5.112948e+001	5.112948e+001	-1.640228e-001	-2.159993e+000	-2.159993e+000	
5.080000e-001	-1.705420e-001	-2.283413e+000	-2.283413e+000	-5.831787e+001	-7.803255e+001	-2.580326e+002	-7.134332e+001	-6.420466e+001	-6.420466e+001	-1.670665e-001	-2.113493e+000	-2.113493e+000	
5.090000e-001	-1.692522e-001	-2.382746e+000	-2.382746e+000	-6.812218e+001	-2.602205e+000	-1.826022e+002	-6.236207e+001	2.236067e+000	2.236067e+000	-1.668126e-001	-2.130863e+000	-2.130863e+000	
5.100000e-001	-1.696713e-001	-2.364308e+000	-2.364308e+000	-6.599656e+001	-6.207923e+001	-2.420792e+002	-6.247836e+001	-2.104643e+001	-2.104643e+001	-1.774888e-001	-2.129096e+000	-2.129096e+000	
5.110000e-001	-1.716509e-001	-2.411635e+000	-2.411635e+000	-6.236665e+001	-1.702269e+001	-1.970227e+002	-6.824233e+001	-8.898233e+001	-8.898233e+001	-1.754670e-001	-2.142466e+000	-2.142466e+000	
5.120000e-001	-1.799199e-001	-2.259226e+000	-2.259226e+000	-6.686138e+001	7.921100e+001	-1.007890e+002	-6.150567e+001	-2.117792e+000	-2.117792e+000	-1.639655e-001	-2.074429e+000	-2.074429e+000	
5.130000e-001	-1.745640e-001	-2.325644e+000	-2.325644e+000	-6.099157e+001	1.932538e+001	-1.606746e+002	-7.236041e+001	7.495391e+001	7.495391e+001	-1.724205e-001	-2.185889e+000	-2.185889e+000	
5.140000e-001	-1.911384e-001	-2.315411e+000	-2.315411e+000	-6.712910e+001	5.236368e+001	-1.276363e+002	-7.127601e+001	-5.804653e+001	-5.804653e+001	-1.671998e-001	-2.138616e+000	-2.138616e+000	
5.150000e-001	-1.705062e-001	-2.325159e+000	-2.325159e+000	-6.520223e+001	7.918079e+001	-1.008192e+002	-6.436323e+001	3.885000e+001	3.885000e+001	-1.667691e-001	-2.162508e+000	-2.162508e+000	
