Frequency	 |S11|	 Phase(S11)	 ExtPh(S11)	 |S21|	 Phase(S21)	 ExtPh(S21)	 |S12|	 Phase(S12)	 ExtPh(S12)	 |S22|	 Phase(S22)	 ExtPh(S22) 
5.000000e-001	-3.223777e+000	-8.115274e+000	-8.115274e+000	-5.339383e+001	8.046977e+001	8.046977e+001	-5.854752e+001	6.371133e+001	6.371133e+001	-3.001386e+000	-7.623970e+000	-7.623970e+000	
5.010000e-001	-3.215087e+000	-8.107762e+000	-8.107762e+000	-5.667970e+001	-8.335259e+001	9.664741e+001	-5.835086e+001	5.452079e+001	5.452079e+001	-3.011341e+000	-7.680613e+000	-7.680613e+000	
5.020000e-001	-3.209889e+000	-8.057943e+000	-8.057943e+000	-5.882712e+001	4.830930e+001	2.283093e+002	-5.539272e+001	7.683016e+001	7.683016e+001	-3.008094e+000	-7.663075e+000	-7.663075e+000	
5.030000e-001	-3.206323e+000	-8.162925e+000	-8.162925e+000	-5.634764e+001	8.787620e+001	2.678762e+002	-5.776309e+001	5.020815e+001	5.020815e+001	-2.997422e+000	-7.709941e+000	-7.709941e+000	
5.040000e-001	-3.221010e+000	-8.221361e+000	-8.221361e+000	-6.014090e+001	-8.100571e+001	2.789943e+002	-5.621624e+001	6.524693e+001	6.524693e+001	-2.997343e+000	-7.693620e+000	-7.693620e+000	
5.050000e-001	-3.204755e+000	-8.148216e+000	-8.148216e+000	-5.341586e+001	-8.654976e+001	2.734502e+002	-6.628355e+001	8.700583e+001	8.700583e+001	-3.001324e+000	-7.595066e+000	-7.595066e+000	
5.060000e-001	-3.218929e+000	-8.158335e+000	-8.158335e+000	-5.532834e+001	6.009409e+001	2.400941e+002	-6.071621e+001	7.638246e+001	7.638246e+001	-2.998609e+000	-7.666997e+000	-7.666997e+000	
5.070000e-001	-3.221976e+000	-8.229578e+000	-8.229578e+000	-6.184537e+001	6.644729e+001	2.464473e+002	-5.640953e+001	8.661735e+001	8.661735e+001	-3.006329e+000	-7.770243e+000	-7.770243e+000	
5.080000e-001	-3.221148e+000	-8.195471e+000	-8.195471e+000	-5.632286e+001	7.920451e+001	2.592045e+002	-5.553513e+001	-8.338170e+001	9.661830e+001	-2.994820e+000	-7.782260e+000	-7.782260e+000	
5.090000e-001	-3.218840e+000	-8.234852e+000	-8.234852e+000	-6.170958e+001	7.430233e+001	2.543023e+002	-5.486555e+001	7.875864e+001	7.875864e+001	-3.009201e+000	-7.735437e+000	-7.735437e+000	
5.100000e-001	-3.219530e+000	-8.264389e+000	-8.264389e+000	-5.629160e+001	7.274867e+001	2.527487e+002	-6.323032e+001	8.189128e+001	8.189128e+001	-2.991384e+000	-7.814984e+000	-7.814984e+000	
5.110000e-001	-3.219672e+000	-8.257011e+000	-8.257011e+000	-5.624396e+001	8.114242e+001	2.611424e+002	-5.883026e+001	-7.887185e+001	1.011282e+002	-3.014178e+000	-7.731632e+000	-7.731632e+000	
5.120000e-001	-3.226806e+000	-8.339358e+000	-8.339358e+000	-6.010349e+001	-7.371668e+001	2.862833e+002	-5.387935e+001	7.179713e+001	7.179713e+001	-2.996017e+000	-7.800075e+000	-7.800075e+000	
5.130000e-001	-3.213351e+000	-8.268906e+000	-8.268906e+000	-6.332911e+001	7.562087e+001	2.556209e+002	-6.008653e+001	6.351717e+001	6.351717e+001	-3.011232e+000	-7.837341e+000	-7.837341e+000	
5.140000e-001	-3.222307e+000	-8.245706e+000	-8.245706e+000	-5.591042e+001	8.484879e+001	2.648488e+002	-5.549620e+001	7.354153e+001	7.354153e+001	-3.000250e+000	-7.885849e+000	-7.885849e+000	
5.150000e-001	-3.229246e+000	-8.389858e+000	-8.389858e+000	-5.886389e+001	6.288765e+001	2.428877e+002	-5.993686e+001	5.727262e+001	5.727262e+001	-3.000245e+000	-7.884397e+000	-7.884397e+000	
5.160000e-001	-3.211579e+000	-8.352854e+000	-8.352854e+000	-6.037248e+001	-8.638090e+001	2.736191e+002	-5.799560e+001	-8.858474e+001	9.141526e+001	-3.002110e+000	-7.806731e+000	-7.806731e+000	
5.170000e-001	-3.225211e+000	-8.485584e+000	-8.485584e+000	-5.908038e+001	7.352384e+001	2.535238e+002	-5.366448e+001	8.178612e+001	8.178612e+001	-3.000060e+000	-7.874594e+000	-7.874594e+000	
5.180000e-001	-3.197537e+000	-8.392763e+000	-8.392763e+000	-5.561893e+001	-7.755822e+001	2.824418e+002	-5.781532e+001	-7.966744e+001	1.003326e+002	-3.004755e+000	-8.003787e+000	-8.003787e+000	
5.190000e-001	-3.220129e+000	-8.388614e+000	-8.388614e+000	-6.057877e+001	6.818668e+001	2.481867e+002	-6.106863e+001	8.535952e+001	8.535952e+001	-3.007656e+000	-7.976225e+000	-7.976225e+000	
5.200000e-001	-3.226403e+000	-8.408847e+000	-8.408847e+000	-5.418288e+001	7.035144e+001	2.503514e+002	-5.309421e+001	6.416868e+001	6.416868e+001	-3.004406e+000	-8.026944e+000	-8.026944e+000	
5.210000e-001	-3.226008e+000	-8.604237e+000	-8.604237e+000	-5.750266e+001	6.929108e+001	2.492911e+002	-5.331041e+001	7.414361e+001	7.414361e+001	-3.003056e+000	-7.916138e+000	-7.916138e+000	
