Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-5.71800408e+001	5.87315959e+001	5.87315959e+001	3.79674985e+001	3.79674985e+001	-6.45051608e+001	5.95777783e+001	5.95777783e+001	8.57291868e+000	8.57291868e+000
5.01000000e-001	-7.88633177e+001	5.14173071e+001	5.14173071e+001	-2.59370920e-001	-2.59370920e-001	-5.71096594e+001	8.45751710e+001	8.45751710e+001	1.03263807e+001	1.03263807e+001
5.02000000e-001	-6.51241081e+001	-4.05390428e+001	-4.05390428e+001	-2.61720937e+001	-2.61720937e+001	-5.82919109e+001	1.55629106e+001	1.55629106e+001	-3.75928344e+001	-3.75928344e+001
5.03000000e-001	-5.88511476e+001	-5.31128539e+000	-5.31128539e+000	-5.21284623e+001	-5.21284623e+001	-6.14606562e+001	7.42508253e+001	7.42508253e+001	2.09916152e+000	2.09916152e+000
5.04000000e-001	-6.70326966e+001	-8.80290977e+001	-8.80290977e+001	-1.20203404e+001	-1.20203404e+001	-6.08270825e+001	1.28473359e+001	1.28473359e+001	3.03061424e+001	3.03061424e+001
5.05000000e-001	-5.85668573e+001	-3.95741194e+000	-3.95741194e+000	4.24666614e+001	4.24666614e+001	-6.29206598e+001	5.58605263e+000	5.58605263e+000	-3.87734721e+001	-3.87734721e+001
5.06000000e-001	-6.95590257e+001	2.87081375e+001	2.87081375e+001	2.00977314e+001	2.00977314e+001	-5.75015664e+001	-8.73340042e+001	-8.73340042e+001	1.29848856e+001	1.29848856e+001
5.07000000e-001	-6.29767156e+001	3.40598767e+001	3.40598767e+001	-1.24318339e+001	-1.24318339e+001	-5.67890638e+001	-4.04756343e+001	-4.04756343e+001	-5.69849276e+001	-5.69849276e+001
5.08000000e-001	-5.72705619e+001	1.52108336e+001	1.52108336e+001	4.98498941e+001	4.98498941e+001	-6.15022222e+001	-7.45798719e+001	-7.45798719e+001	1.87629787e+001	1.87629787e+001
5.09000000e-001	-6.70786211e+001	2.40289932e+000	2.40289932e+000	-1.93024202e+001	-1.93024202e+001	-6.15268501e+001	-1.51757572e+001	-1.51757572e+001	-3.11201490e+001	-3.11201490e+001
5.10000000e-001	-6.31850175e+001	-2.63374413e+001	-2.63374413e+001	-2.64153664e+001	-2.64153664e+001	-7.39324690e+001	9.41947673e+000	9.41947673e+000	5.95048618e+000	5.95048618e+000
5.11000000e-001	-6.51405899e+001	-6.05970640e+001	-6.05970640e+001	6.62161479e+000	6.62161479e+000	-5.84596970e+001	-8.82883780e+001	-8.82883780e+001	-4.14007248e+001	-4.14007248e+001
5.12000000e-001	-6.53500042e+001	-7.94480890e+001	-7.94480890e+001	-2.56726955e+000	-2.56726955e+000	-5.85340105e+001	-4.80203061e+001	-4.80203061e+001	-5.22907742e+001	-5.22907742e+001
5.13000000e-001	-5.74383821e+001	7.25933008e+001	-1.07406699e+002	4.23342199e+000	4.23342199e+000	-7.71260555e+001	8.38631629e+000	8.38631629e+000	-6.15460097e+000	-6.15460097e+000
5.14000000e-001	-6.14724325e+001	-6.73310904e+001	-6.73310904e+001	1.60568342e+001	1.60568342e+001	-5.81237070e+001	-6.48340525e+001	-6.48340525e+001	-3.39545199e+001	-3.39545199e+001
5.15000000e-001	-6.16903149e+001	4.77682489e+001	4.77682489e+001	1.12945807e+001	1.12945807e+001	-5.39280680e+001	2.30514920e+001	2.30514920e+001	6.74610266e+001	6.74610266e+001
5.16000000e-001	-6.14638497e+001	-1.01438113e+001	-1.01438113e+001	-3.89285650e+001	-3.89285650e+001	-5.58684541e+001	-5.06200250e+001	-5.06200250e+001	-4.24963658e+001	-4.24963658e+001
5.17000000e-001	-5.69723365e+001	5.98134798e+001	5.98134798e+001	5.02802351e+001	5.02802351e+001	-6.51826074e+001	-4.30207045e+001	-4.30207045e+001	-1.70994474e+001	-1.70994474e+001
5.18000000e-001	-5.92419995e+001	-1.97570964e+001	-1.97570964e+001	4.90659194e+001	4.90659194e+001	-5.43743993e+001	4.83342088e+001	4.83342088e+001	-5.79580079e+001	-5.79580079e+001
5.19000000e-001	-6.27693576e+001	-6.55683066e+001	-6.55683066e+001	-1.35489787e+001	-1.35489787e+001	-6.61000442e+001	-9.31989188e+000	-9.31989188e+000	1.91071676e+001	1.91071676e+001
5.20000000e-001	-5.69389742e+001	5.93314553e+001	5.93314553e+001	-2.29004553e+001	-2.29004553e+001	-5.47516669e+001	5.18336532e+001	5.18336532e+001	2.20729769e+001	2.20729769e+001
5.21000000e-001	-6.22557327e+001	2.99657815e-001	2.99657815e-001	-4.13641713e+001	-4.13641713e+001	-5.64671562e+001	3.44164725e+001	3.44164725e+001	1.90069455e+001	1.90069455e+001
5.22000000e-001	-6.14104676e+001	-6.07323546e+001	-6.07323546e+001	-2.83277531e+001	-2.83277531e+001	-5.81639833e+001	-3.83995374e+001	-3.83995374e+001	2.49920487e+001	2.49920487e+001
5.23000000e-001	-5.92667570e+001	3.80541614e+001	3.80541614e+001	3.95344244e+001	3.95344244e+001	-6.05727916e+001	5.05233109e+001	5.05233109e+001	-9.76495402e+000	-9.76495402e+000
5.24000000e-001	-5.67234811e+001	3.27304883e+001	3.27304883e+001	7.73575398e+001	7.73575398e+001	-5.59955937e+001	7.75209841e+001	7.75209841e+001	4.14720407e+001	4.14720407e+001
5.25000000e-001	-6.48709311e+001	8.12804717e+001	8.12804717e+001	2.93688174e+000	2.93688174e+000	-7.18084234e+001	2.54976197e+001	2.54976197e+001	-8.91496693e+000	-8.91496693e+000
5.26000000e-001	-6.79105650e+001	7.58327459e+001	7.58327459e+001	-2.57006824e+000	-2.57006824e+000	-6.85735805e+001	-8.89562612e+001	-8.89562612e+001	2.07797943e+000	2.07797943e+000
5.27000000e-001	-5.65780165e+001	-4.69484510e+001	-4.69484510e+001	-4.23861488e+001	-4.23861488e+001	-6.33388116e+001	2.39635153e+001	2.39635153e+001	1.79815370e+001	1.79815370e+001
5.28000000e-001	-5.74220016e+001	6.23396353e+001	6.23396353e+001	-1.42382014e+001	-1.42382014e+001	-6.46574765e+001	7.73117693e+001	7.73117693e+001	8.70129598e+000	8.70129598e+000
5.29000000e-001	-5.52075161e+001	1.02430528e+001	1.02430528e+001	-6.50722601e+001	-6.50722601e+001	-5.71405453e+001	-8.20351889e+001	9.79648111e+001	3.86979733e+001	3.86979733e+001
5.30000000e-001	-5.27764003e+001	4.57787640e+001	4.57787640e+001	4.41932950e+001	4.41932950e+001	-5.42703439e+001	6.40937915e+001	6.40937915e+001	-3.11041953e+001	-3.11041953e+001
5.31000000e-001	-6.97443898e+001	-3.83634890e+001	-3.83634890e+001	1.39067717e+001	1.39067717e+001	-5.85244935e+001	-6.71707187e+001	1.12829281e+002	1.85873250e+001	1.85873250e+001
5.32000000e-001	-5.67911611e+001	-6.80307659e+001	-6.80307659e+001	-2.82897093e+001	-2.82897093e+001	-5.60637485e+001	-4.41434758e+001	1.35856524e+002	2.51050094e+001	2.51050094e+001
5.33000000e-001	-6.36622518e+001	-1.08951151e+001	-1.08951151e+001	-1.65936168e+001	-1.65936168e+001	-5.65629501e+001	1.53645796e+001	1.95364580e+002	5.46715376e+001	5.46715376e+001
5.34000000e-001	-5.61269369e+001	-5.93893562e+001	-5.93893562e+001	-4.36587653e+001	-4.36587653e+001	-5.74218144e+001	-4.11436487e+001	1.38856351e+002	4.48397165e+001	4.48397165e+001
5.35000000e-001	-5.90352272e+001	-4.65914290e+001	-4.65914290e+001	1.75451301e+001	1.75451301e+001	-6.52894871e+001	5.11185790e+001	2.31118579e+002	-2.64213598e+000	-2.64213598e+000
5.36000000e-001	-6.01297150e+001	4.24342380e+001	4.24342380e+001	-2.25149264e+001	-2.25149264e+001	-5.84723990e+001	-3.40124004e-001	1.79659876e+002	4.24172925e+001	4.24172925e+001
5.37000000e-001	-7.07197302e+001	2.09755838e+001	2.09755838e+001	8.26428842e+000	8.26428842e+000	-5.52928185e+001	8.16929665e+001	2.61692967e+002	-3.48462962e+001	-3.48462962e+001
5.38000000e-001	-5.59608103e+001	-1.07465716e+001	-1.07465716e+001	-5.20241341e+001	-5.20241341e+001	-6.44314676e+001	-1.28262181e+001	1.67173782e+002	-2.10778629e+001	-2.10778629e+001
5.39000000e-001	-6.24674058e+001	8.64409613e+001	8.64409613e+001	3.25140468e+000	3.25140468e+000	-5.63897635e+001	5.38885693e+001	2.33888569e+002	1.56782481e+001	1.56782481e+001
5.40000000e-001	-6.21589015e+001	-2.19169993e+001	-2.19169993e+001	-4.96106549e+001	-4.96106549e+001	-5.64959657e+001	-1.57864926e+001	1.64213507e+002	5.27896653e+001	5.27896653e+001
5.41000000e-001	-5.64346337e+001	7.19008542e+001	7.19008542e+001	3.15936587e+001	3.15936587e+001	-5.55302765e+001	-8.75976959e+001	9.24023041e+001	-2.68879086e+001	-2.68879086e+001
5.42000000e-001	-5.76779755e+001	-6.51695819e+001	1.14830418e+002	-6.37644130e+000	-6.37644130e+000	-6.46255614e+001	-5.86407864e+001	1.21359214e+002	-5.07093483e+001	-5.07093483e+001
5.43000000e-001	-5.69892657e+001	-5.65128783e+001	1.23487122e+002	5.01556652e+001	5.01556652e+001	-7.76400264e+001	-2.64822931e+001	1.53517707e+002	-5.38862673e+000	-5.38862673e+000
5.44000000e-001	-5.98158771e+001	-5.66561304e+001	1.23343870e+002	2.74231748e+001	2.74231748e+001	-5.49083593e+001	-5.29068155e+001	1.27093185e+002	6.51877565e+001	6.51877565e+001
5.45000000e-001	-5.43949043e+001	-4.58035033e+001	1.34196497e+002	-5.78343634e+001	-5.78343634e+001	-6.09868511e+001	-8.34305061e+001	9.65694939e+001	2.09797774e+001	2.09797774e+001
5.46000000e-001	-6.92417649e+001	-8.05686058e+001	9.94313942e+001	-1.07337874e+001	-1.07337874e+001	-6.87297742e+001	8.85815811e+001	8.85815811e+001	-4.55095766e+000	-4.55095766e+000
5.47000000e-001	-5.39858633e+001	2.29978517e+001	2.02997852e+002	6.31127149e+001	6.31127149e+001	-6.16481246e+001	8.89023168e+001	8.89023168e+001	-2.16432075e+001	-2.16432075e+001
5.48000000e-001	-6.11386140e+001	6.92397401e+001	2.49239740e+002	4.55976280e+000	4.55976280e+000	-5.72662692e+001	4.70780317e+000	4.70780317e+000	4.29235163e+001	4.29235163e+001
5.49000000e-001	-6.50447483e+001	2.94305648e+001	2.09430565e+002	-1.33257558e+001	-1.33257558e+001	-6.55644351e+001	7.80756114e+001	7.80756114e+001	3.26532093e+000	3.26532093e+000
5.50000000e-001	-5.28341337e+001	-7.09200963e+001	1.09079904e+002	6.10821091e+001	6.10821091e+001	-5.50269211e+001	6.10483213e+001	6.10483213e+001	2.14155575e+001	2.14155575e+001
5.51000000e-001	-5.94759210e+001	1.30131030e+001	1.93013103e+002	-3.14137750e+001	-3.14137750e+001	-6.77574278e+001	1.89317315e+001	1.89317315e+001	-1.44870682e+001	-1.44870682e+001
5.52000000e-001	-5.92693293e+001	-1.16223189e+001	1.68377681e+002	4.13194357e+001	4.13194357e+001	-6.50066494e+001	-7.40186558e+001	-7.40186558e+001	-2.41167011e+001	-2.41167011e+001
5.53000000e-001	-6.44508665e+001	-6.31309578e+001	1.16869042e+002	5.41766719e+000	5.41766719e+000	-6.23805030e+001	3.60791057e+001	3.60791057e+001	1.68723720e+001	1.68723720e+001
5.54000000e-001	-6.34940724e+001	5.44592729e+001	2.34459273e+002	-1.76606636e+001	-1.76606636e+001	-5.29877873e+001	3.40842932e+001	3.40842932e+001	4.82247196e+001	4.82247196e+001
5.55000000e-001	-5.28761900e+001	-6.71662514e+001	1.12833749e+002	5.81511295e+001	5.81511295e+001	-6.09671099e+001	1.84771245e+001	1.84771245e+001	2.98645401e+001	2.98645401e+001
5.56000000e-001	-5.55672838e+001	8.13268219e+001	8.13268219e+001	1.09164200e+001	1.09164200e+001	-6.45107781e+001	-8.50201571e+001	-8.50201571e+001	2.82517553e+000	2.82517553e+000
5.57000000e-001	-6.00047625e+001	4.10103000e+001	4.10103000e+001	-2.73735260e+001	-2.73735260e+001	-5.89579181e+001	4.57674467e+001	-1.34232553e+002	2.11140404e+001	2.11140404e+001
5.58000000e-001	-5.46518050e+001	-1.33553002e+001	-1.33553002e+001	-6.80101094e+001	-6.80101094e+001	-6.46875344e+001	3.22903091e+001	-1.47709691e+002	-2.24530834e+001	-2.24530834e+001
5.59000000e-001	-6.09341895e+001	-5.83362690e+001	-5.83362690e+001	1.39997962e+001	1.39997962e+001	-6.48215684e+001	-8.62280924e+001	-2.66228092e+002	1.89358920e+000	1.89358920e+000
5.60000000e-001	-5.66324865e+001	4.89574738e+001	4.89574738e+001	-2.15938520e+001	-2.15938520e+001	-5.99755538e+001	-8.34313794e+001	-2.63431379e+002	-4.34239276e+000	-4.34239276e+000
5.61000000e-001	-6.63339860e+001	-8.78268261e+000	-8.78268261e+000	1.55190059e+001	1.55190059e+001	-6.05774011e+001	4.99408845e+001	-3.10059115e+002	4.64935032e+001	4.64935032e+001
5.62000000e-001	-6.26528659e+001	-1.68279281e+001	-1.68279281e+001	2.22524920e+001	2.22524920e+001	-5.38423246e+001	2.88458784e+001	-3.31154122e+002	7.41119977e+001	7.41119977e+001
5.63000000e-001	-5.64304068e+001	-4.15542307e+001	-4.15542307e+001	4.52685731e+001	4.52685731e+001	-5.62132012e+001	-5.44179399e+001	-4.14417940e+002	5.95712771e+001	5.95712771e+001
5.64000000e-001	-5.97842823e+001	-5.59208951e+001	-5.59208951e+001	-1.27343016e+001	-1.27343016e+001	-5.92365153e+001	3.33423763e+001	-3.26657624e+002	2.14365468e+001	2.14365468e+001
5.65000000e-001	-5.60896711e+001	5.44836802e+001	5.44836802e+001	1.04874481e+001	1.04874481e+001	-5.80216678e+001	1.46930669e+001	-3.45306933e+002	4.11760155e+001	4.11760155e+001
5.66000000e-001	-6.49959405e+001	-6.53307446e+001	-6.53307446e+001	-6.67034792e+000	-6.67034792e+000	-6.14741864e+001	-3.56253358e+001	-3.95625336e+002	5.81706451e+001	5.81706451e+001
5.67000000e-001	-5.99874599e+001	-3.01794942e+001	-3.01794942e+001	3.70384672e+001	3.70384672e+001	-6.55449995e+001	-4.56793915e+001	-4.05679391e+002	-9.60431906e+000	-9.60431906e+000
5.68000000e-001	-7.27548297e+001	-2.51820801e+001	-2.51820801e+001	5.30583649e+000	5.30583649e+000	-6.47419754e+001	-7.25614111e+001	-4.32561411e+002	1.40424850e+001	1.40424850e+001
5.69000000e-001	-5.84237637e+001	7.21756183e+001	7.21756183e+001	1.33238152e+001	1.33238152e+001	-7.21763319e+001	-9.39500646e+000	-3.69395006e+002	-6.18717070e+000	-6.18717070e+000
5.70000000e-001	-6.30918382e+001	4.27541252e+001	4.27541252e+001	8.37669202e+000	8.37669202e+000	-6.88215005e+001	3.13713711e+001	-3.28628629e+002	-1.06457377e+001	-1.06457377e+001
5.71000000e-001	-7.02947208e+001	-2.98679060e+001	-2.98679060e+001	1.02969275e+001	1.02969275e+001	-5.98654715e+001	4.74526493e+001	-3.12547351e+002	-2.01374965e+001	-2.01374965e+001
5.72000000e-001	-5.98874753e+001	-7.05761949e+001	-7.05761949e+001	7.15296856e+000	7.15296856e+000	-6.11733348e+001	-3.82015990e+001	-3.98201599e+002	-2.66273700e+001	-2.66273700e+001
5.73000000e-001	-5.76751172e+001	1.61101846e+001	1.61101846e+001	-5.05929885e+001	-5.05929885e+001	-6.11189357e+001	-1.15335703e+001	-3.71533570e+002	-3.44447100e+001	-3.44447100e+001
5.74000000e-001	-5.35990471e+001	2.05340783e+000	2.05340783e+000	-5.90401629e+001	-5.90401629e+001	-6.00768757e+001	1.53148325e+001	-3.44685167e+002	3.55863386e+001	3.55863386e+001
5.75000000e-001	-6.35943733e+001	5.88982976e+001	5.88982976e+001	1.27889590e+001	1.27889590e+001	-5.13738128e+001	4.30529421e+001	-3.16947058e+002	-4.17799327e+001	-4.17799327e+001
5.76000000e-001	-6.07758160e+001	-3.45916828e+001	-3.45916828e+001	-2.52487835e+001	-2.52487835e+001	-6.34790713e+001	4.67598069e+001	-3.13240193e+002	1.03499137e+001	1.03499137e+001
5.77000000e-001	-5.61345005e+001	-4.66102653e+001	-4.66102653e+001	-3.63394602e+001	-3.63394602e+001	-5.64788697e+001	4.65200388e+001	-3.13479961e+002	-6.50510967e+001	-6.50510967e+001
5.78000000e-001	-5.76801847e+001	-5.98102682e+001	-5.98102682e+001	-4.80392534e+001	-4.80392534e+001	-5.92552138e+001	3.14105566e+001	-3.28589443e+002	3.24375214e+001	3.24375214e+001
5.79000000e-001	-5.61912685e+001	-4.16594776e+001	-4.16594776e+001	4.73661746e+001	4.73661746e+001	-5.69835256e+001	-3.47770682e+001	-3.94777068e+002	-3.96529664e+001	-3.96529664e+001
5.80000000e-001	-5.50659168e+001	7.07652363e+001	7.07652363e+001	1.22249272e+001	1.22249272e+001	-5.64050562e+001	-6.92431762e+001	-4.29243176e+002	1.45434121e+001	1.45434121e+001
5.81000000e-001	-6.40798777e+001	-9.02030903e+000	-9.02030903e+000	2.95828305e+001	2.95828305e+001	-6.60700859e+001	-5.76328767e+001	-4.17632877e+002	9.84360548e+000	9.84360548e+000
5.82000000e-001	-6.28652532e+001	6.44974741e+001	6.44974741e+001	7.87388998e+000	7.87388998e+000	-6.10629143e+001	-5.88387626e+001	-4.18838763e+002	1.65429777e+001	1.65429777e+001
5.83000000e-001	-6.13597042e+001	8.77714315e+001	8.77714315e+001	-1.88551904e+001	-1.88551904e+001	-6.01711159e+001	-2.01476785e+001	-3.80147679e+002	3.05572235e+001	3.05572235e+001
5.84000000e-001	-6.58174738e+001	8.52050716e+001	8.52050716e+001	4.03900559e+000	4.03900559e+000	-6.74097048e+001	1.56369033e+001	-3.44363097e+002	1.09225590e+001	1.09225590e+001
5.85000000e-001	-5.94970802e+001	8.28561219e+001	8.28561219e+001	1.53929148e+001	1.53929148e+001	-5.97722216e+001	7.48419099e+001	-2.85158090e+002	-1.39038615e+000	-1.39038615e+000
