Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-7.24721754e+001	8.38601340e+001	8.38601340e+001	2.25006681e-002	2.25006681e-002	-5.75131876e+001	-8.88241511e+001	-8.88241511e+001	-3.01060449e+001	-3.01060449e+001
5.01000000e-001	-5.98592582e+001	-2.24013325e+001	-2.24013325e+001	3.79596580e+001	3.79596580e+001	-7.62586932e+001	-7.62036760e+001	-7.62036760e+001	3.87863983e+000	3.87863983e+000
5.02000000e-001	-5.55200908e+001	2.46510870e+000	2.46510870e+000	-5.51729928e+001	-5.51729928e+001	-5.32255010e+001	-2.08041321e+001	-2.08041321e+001	-8.22353214e+001	-8.22353214e+001
5.03000000e-001	-6.83038382e+001	5.33810319e+001	5.33810319e+001	-1.28949132e+001	-1.28949132e+001	-5.90309140e+001	-7.48431621e+001	-7.48431621e+001	1.65017241e+001	1.65017241e+001
5.04000000e-001	-6.07557880e+001	4.98424816e+001	4.98424816e+001	-1.17307833e+001	-1.17307833e+001	-6.68542577e+001	3.31037442e+000	3.31037442e+000	-1.26980600e+001	-1.26980600e+001
5.05000000e-001	-5.46193584e+001	-1.03568750e+001	-1.03568750e+001	6.14227407e+001	6.14227407e+001	-5.61333655e+001	4.30145290e+001	4.30145290e+001	-3.02470932e+001	-3.02470932e+001
5.06000000e-001	-6.14633442e+001	4.04464791e+001	4.04464791e+001	-2.58962109e+001	-2.58962109e+001	-6.77444656e+001	-4.46948710e+001	-4.46948710e+001	1.29986019e+001	1.29986019e+001
5.07000000e-001	-6.28517468e+001	-8.93261505e+001	-8.93261505e+001	-1.36903164e+001	-1.36903164e+001	-5.37280649e+001	-9.14695703e-001	-9.14695703e-001	-6.45351795e+001	-6.45351795e+001
5.08000000e-001	-5.88090395e+001	2.87930330e+001	2.87930330e+001	3.35720726e+001	3.35720726e+001	-5.77068811e+001	-4.70547434e+001	-4.70547434e+001	4.09092135e+001	4.09092135e+001
5.09000000e-001	-5.71226347e+001	6.96427003e+001	6.96427003e+001	-1.13870843e+001	-1.13870843e+001	-6.01323107e+001	-4.25629271e+001	-4.25629271e+001	-3.29965109e+001	-3.29965109e+001
5.10000000e-001	-7.33027680e+001	1.66613823e+001	1.66613823e+001	-8.06413015e+000	-8.06413015e+000	-6.03977345e+001	-5.74931258e+001	-5.74931258e+001	-2.03847748e+001	-2.03847748e+001
5.11000000e-001	-6.07898721e+001	-4.71764723e+001	-4.71764723e+001	-2.53971523e+001	-2.53971523e+001	-5.70265880e+001	-7.43886075e+000	-7.43886075e+000	-3.68636534e+001	-3.68636534e+001
5.12000000e-001	-6.19323004e+001	-3.81507940e+001	-3.81507940e+001	-2.23608250e+001	-2.23608250e+001	-6.19274083e+001	3.99057667e+001	3.99057667e+001	3.14684571e+001	3.14684571e+001
