Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-5.96797238e+001	-1.14045614e+001	-1.14045614e+001	-2.84142054e+001	-2.84142054e+001	-6.12054575e+001	-9.01785884e+000	-9.01785884e+000	-2.50317797e+001	-2.50317797e+001
5.01000000e-001	-6.30226682e+001	-4.24025634e+001	-4.24025634e+001	-2.65639844e+001	-2.65639844e+001	-5.77702901e+001	-3.80271370e+001	-3.80271370e+001	3.82899194e+001	3.82899194e+001
5.02000000e-001	-5.56501550e+001	4.03669505e+001	4.03669505e+001	-3.11418729e+001	-3.11418729e+001	-5.61258674e+001	-5.07059832e+001	-5.07059832e+001	-6.24083832e+001	-6.24083832e+001
5.03000000e-001	-6.32001730e+001	2.36414954e+001	2.36414954e+001	-2.77211993e+001	-2.77211993e+001	-6.10867203e+001	-4.75669793e+001	-4.75669793e+001	2.45918367e+001	2.45918367e+001
5.04000000e-001	-5.87041021e+001	6.41696417e+001	6.41696417e+001	-5.66163292e+000	-5.66163292e+000	-6.10427413e+001	5.72771582e+001	5.72771582e+001	-6.30664499e+000	-6.30664499e+000
5.05000000e-001	-6.43338922e+001	-5.10747240e+001	-5.10747240e+001	1.73670630e+001	1.73670630e+001	-5.61328817e+001	8.36681010e+001	8.36681010e+001	-2.86408143e+000	-2.86408143e+000
5.06000000e-001	-5.50049971e+001	-6.88852772e+000	-6.88852772e+000	-7.20472122e+001	-7.20472122e+001	-6.76949522e+001	-1.08388382e+001	-1.08388382e+001	-1.36501773e+001	-1.36501773e+001
5.07000000e-001	-6.33299263e+001	-7.14802022e+001	-7.14802022e+001	1.04123972e+001	1.04123972e+001	-5.71761903e+001	6.51595410e+001	6.51595410e+001	-2.09606786e+001	-2.09606786e+001
5.08000000e-001	-5.87390640e+001	5.04127222e+001	5.04127222e+001	8.14677561e+000	8.14677561e+000	-5.40408848e+001	-6.99011188e+001	1.10098881e+002	2.93286739e+001	2.93286739e+001
5.09000000e-001	-6.84194170e+001	4.22203433e+000	4.22203433e+000	-1.65554353e+001	-1.65554353e+001	-6.35628575e+001	-4.63707512e+001	1.33629249e+002	-1.62807059e+001	-1.62807059e+001
5.10000000e-001	-5.86818528e+001	-4.00973607e+001	-4.00973607e+001	-5.01233653e+001	-5.01233653e+001	-6.15285853e+001	-4.49793634e+001	1.35020637e+002	-2.17584003e+001	-2.17584003e+001
5.11000000e-001	-6.04433677e+001	1.23436467e+001	1.23436467e+001	2.75148696e+001	2.75148696e+001	-5.77345836e+001	3.74497091e+001	2.17449709e+002	5.50613868e+001	5.50613868e+001
5.12000000e-001	-6.58814212e+001	8.58622799e+001	8.58622799e+001	2.66084874e+000	2.66084874e+000	-6.20074806e+001	3.67061439e+001	2.16706144e+002	-1.42621564e+001	-1.42621564e+001
5.13000000e-001	-6.04267585e+001	6.90851340e+001	6.90851340e+001	-9.71824973e+000	-9.71824973e+000	-5.82117491e+001	-7.38106562e+001	1.06189344e+002	2.21984711e+001	2.21984711e+001
