Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-6.56921304e+001	-6.06874054e+001	-6.06874054e+001	9.77733778e+000	9.77733778e+000	-5.92181185e+001	-1.30837719e+001	-1.30837719e+001	2.45968857e+001	2.45968857e+001
5.01000000e-001	-5.74101869e+001	9.27530434e+000	9.27530434e+000	5.28004116e+001	5.28004116e+001	-7.39550912e+001	-1.87075110e+001	-1.87075110e+001	-1.26055014e+001	-1.26055014e+001
5.02000000e-001	-5.56378885e+001	2.72617317e+001	2.72617317e+001	8.38688068e+000	8.38688068e+000	-5.84545888e+001	1.47939491e+000	1.47939491e+000	5.85807116e+001	5.85807116e+001
5.03000000e-001	-6.78694061e+001	-1.77641214e+001	-1.77641214e+001	2.89862975e+001	2.89862975e+001	-5.80534953e+001	-4.18546909e+001	-4.18546909e+001	-3.79407708e+001	-3.79407708e+001
5.04000000e-001	-5.74152284e+001	7.41194788e+001	7.41194788e+001	-1.11746792e+000	-1.11746792e+000	-5.98415363e+001	3.64043197e+000	3.64043197e+000	3.50701802e+001	3.50701802e+001
5.05000000e-001	-5.81600359e+001	-3.62880686e+001	-3.62880686e+001	-3.55046321e+001	-3.55046321e+001	-5.80789411e+001	-8.16138320e+001	-8.16138320e+001	-1.19806076e+001	-1.19806076e+001
5.06000000e-001	-6.21705389e+001	-4.68178246e+001	-4.68178246e+001	1.22513133e+001	1.22513133e+001	-5.82532984e+001	-7.72877416e+001	-7.72877416e+001	1.79761996e+001	1.79761996e+001
5.07000000e-001	-6.15896141e+001	2.78636705e+001	2.78636705e+001	-1.61260559e+001	-1.61260559e+001	-7.71392292e+001	7.70964702e+001	-1.02903530e+002	5.18413746e-001	5.18413746e-001
5.08000000e-001	-5.84022746e+001	-5.69644573e+001	-5.69644573e+001	-3.07793083e+001	-3.07793083e+001	-5.58269995e+001	-3.52785479e+001	-2.15278548e+002	4.55041236e+001	4.55041236e+001
5.09000000e-001	-6.20851446e+001	-6.27756884e+001	-6.27756884e+001	-1.82647370e+001	-1.82647370e+001	-5.53901025e+001	-2.85009617e+000	-1.82850096e+002	8.27706873e+001	8.27706873e+001
5.10000000e-001	-6.49864418e+001	1.92273489e+001	1.92273489e+001	-2.35011406e+001	-2.35011406e+001	-5.73655522e+001	-5.37904562e+001	-2.33790456e+002	2.77026418e+001	2.77026418e+001
5.11000000e-001	-6.11303482e+001	6.65118535e+001	6.65118535e+001	9.06865547e+000	9.06865547e+000	-5.74750398e+001	4.83728932e+001	-1.31627107e+002	6.34743935e+001	6.34743935e+001
5.12000000e-001	-5.37804927e+001	-7.24151413e+000	-7.24151413e+000	6.74497845e+001	6.74497845e+001	-6.03534929e+001	-3.85743742e+001	-2.18574374e+002	3.14011903e+001	3.14011903e+001
5.13000000e-001	-6.14594129e+001	-4.08883914e+001	-4.08883914e+001	-2.16210916e+001	-2.16210916e+001	-7.33205055e+001	1.67516169e+001	-1.63248383e+002	6.62061979e+000	6.62061979e+000
5.14000000e-001	-5.81444955e+001	7.65534773e+001	7.65534773e+001	-4.97032666e+000	-4.97032666e+000	-5.97150298e+001	-8.35133390e+001	-2.63513339e+002	6.81382427e+000	6.81382427e+000
5.15000000e-001	-5.89243276e+001	-7.85715804e+001	1.01428420e+002	-1.13620956e+001	-1.13620956e+001	-5.75027043e+001	-6.31974375e+000	-1.86319744e+002	4.30020322e+001	4.30020322e+001
5.16000000e-001	-5.68971135e+001	5.74903106e+001	5.74903106e+001	3.10181816e+001	3.10181816e+001	-5.78866456e+001	-1.53172942e+000	-1.81531729e+002	3.89567034e+001	3.89567034e+001
5.17000000e-001	-6.04519629e+001	7.07704513e+001	7.07704513e+001	-3.05641004e+001	-3.05641004e+001	-5.55393717e+001	-8.98601305e+001	-2.69860130e+002	-8.80904906e+000	-8.80904906e+000
5.18000000e-001	-5.60799043e+001	7.46667842e+001	7.46667842e+001	6.40324406e+000	6.40324406e+000	-5.50677580e+001	-7.05386260e+001	-2.50538626e+002	4.91474102e+001	4.91474102e+001
5.19000000e-001	-6.70559208e+001	3.88643776e+001	3.88643776e+001	-1.52817941e+001	-1.52817941e+001	-6.05016487e+001	1.48556302e+001	-1.65144370e+002	-2.92097880e+001	-2.92097880e+001
5.20000000e-001	-6.35973854e+001	5.77321924e+001	5.77321924e+001	1.16149684e+001	1.16149684e+001	-6.53498276e+001	-5.32349854e+001	-2.33234985e+002	-1.28575209e+001	-1.28575209e+001
5.21000000e-001	-6.61206622e+001	-1.49898755e+001	-1.49898755e+001	1.69492114e+001	1.69492114e+001	-6.13575496e+001	-7.35901349e+001	-2.53590135e+002	1.34700205e+001	1.34700205e+001
5.22000000e-001	-6.19381745e+001	-1.73653050e+000	-1.73653050e+000	-2.96849643e+001	-2.96849643e+001	-6.34641215e+001	7.25922523e+001	-2.87407748e+002	2.42389496e+000	2.42389496e+000
5.23000000e-001	-6.18648609e+001	5.42364707e+001	5.42364707e+001	-2.29894471e+001	-2.29894471e+001	-5.85609469e+001	5.92494998e+001	-3.00750500e+002	-3.21804401e+001	-3.21804401e+001
5.24000000e-001	-5.89044335e+001	9.97880017e+000	9.97880017e+000	3.78668881e+001	3.78668881e+001	-6.64107417e+001	7.98724490e+001	-2.80127551e+002	-7.76462940e-002	-7.76462940e-002
5.25000000e-001	-6.13215587e+001	-5.39588170e+001	-5.39588170e+001	4.57898043e+000	4.57898043e+000	-5.65702759e+001	-1.30386256e+001	-3.73038626e+002	-5.51968342e+001	-5.51968342e+001
5.26000000e-001	-5.72080860e+001	-2.82730953e+001	-2.82730953e+001	-3.78292508e+001	-3.78292508e+001	-5.28293208e+001	-8.31604625e+001	-4.43160462e+002	-3.30154447e+001	-3.30154447e+001
5.27000000e-001	-5.98630420e+001	5.10852511e+001	5.10852511e+001	-4.01024968e+000	-4.01024968e+000	-5.28516443e+001	-6.65361462e+001	-4.26536146e+002	-3.35749581e+001	-3.35749581e+001
5.28000000e-001	-6.61347635e+001	5.96465869e+001	5.96465869e+001	2.06191906e+001	2.06191906e+001	-6.26316481e+001	4.66852843e+001	-3.13314716e+002	1.46202891e+001	1.46202891e+001
5.29000000e-001	-6.07809399e+001	5.31857446e+001	5.31857446e+001	8.87700526e+000	8.87700526e+000	-6.50170182e+001	3.74704177e+001	-3.22529582e+002	1.79057897e+001	1.79057897e+001
5.30000000e-001	-5.95211258e+001	6.08480529e+001	6.08480529e+001	-2.37259636e+001	-2.37259636e+001	-5.85734045e+001	4.50886944e+001	-3.14911306e+002	9.02164546e+000	9.02164546e+000
5.31000000e-001	-6.61762305e+001	-6.92967109e+001	1.10703289e+002	1.66738543e+001	1.66738543e+001	-5.99623175e+001	2.39380084e+001	-3.36061992e+002	4.88462431e+001	4.88462431e+001
5.32000000e-001	-6.61774243e+001	8.78179359e+001	8.78179359e+001	1.81931494e+000	1.81931494e+000	-8.41440693e+001	-3.15821977e+001	-3.91582198e+002	2.81595710e+000	2.81595710e+000
5.33000000e-001	-6.87302359e+001	3.82927906e+001	3.82927906e+001	1.00437753e+001	1.00437753e+001	-6.40323746e+001	9.21949145e+000	-3.50780509e+002	-2.54640056e+001	-2.54640056e+001
5.34000000e-001	-6.60733212e+001	-4.51523279e+001	-4.51523279e+001	-6.88493243e+001	-6.88493243e+001	-6.22967185e+001	-2.10368945e+001	-3.81036895e+002	-5.19275032e+001	-5.19275032e+001
5.35000000e-001	-5.89045081e+001	-6.83854785e+001	-6.83854785e+001	-4.05639041e+001	-4.05639041e+001	-6.01423354e+001	-7.21969522e+001	-4.32196952e+002	-3.64844732e+001	-3.64844732e+001
5.36000000e-001	-5.88996866e+001	-6.06365267e+001	-6.06365267e+001	2.74587068e+001	2.74587068e+001	-6.96645315e+001	7.05485670e+001	-4.69451433e+002	2.73991518e+000	2.73991518e+000
5.37000000e-001	-5.86113609e+001	-5.43510666e+001	-5.43510666e+001	-2.21469888e+001	-2.21469888e+001	-5.65934437e+001	7.12910909e+001	-4.68708909e+002	3.07454892e+001	3.07454892e+001
5.38000000e-001	-6.54849796e+001	-5.21075230e+001	-5.21075230e+001	1.31669424e+001	1.31669424e+001	-6.07971125e+001	4.86100596e+001	-4.91389940e+002	-7.51351456e+000	-7.51351456e+000
5.39000000e-001	-6.05102093e+001	-1.58111994e+001	-1.58111994e+001	4.13352405e+001	4.13352405e+001	-5.64186010e+001	-2.46711271e+001	-5.64671127e+002	6.24941085e+001	6.24941085e+001
5.40000000e-001	-6.45492385e+001	1.96182504e+000	1.96182504e+000	-2.22324829e+001	-2.22324829e+001	-6.55970941e+001	-9.37422958e+000	-5.49374230e+002	-1.85544402e+001	-1.85544402e+001
5.41000000e-001	-5.79214620e+001	-3.28253787e+001	-3.28253787e+001	-4.17781210e+001	-4.17781210e+001	-6.47737714e+001	3.45660259e+001	-5.05433974e+002	1.11863951e+001	1.11863951e+001
5.42000000e-001	-5.73325004e+001	8.17904949e+001	8.17904949e+001	-1.37869100e+001	-1.37869100e+001	-6.21242878e+001	1.62855996e+001	-5.23714400e+002	2.08811245e+001	2.08811245e+001
5.43000000e-001	-5.10745960e+001	7.53814181e+000	7.53814181e+000	-5.02284901e+001	-5.02284901e+001	-5.83423439e+001	-5.46926428e+001	-5.94692643e+002	3.57196153e+001	3.57196153e+001
5.44000000e-001	-5.81817105e+001	5.13649088e+001	5.13649088e+001	3.87806942e+001	3.87806942e+001	-5.89262311e+001	8.78912924e+001	-6.32108708e+002	1.26910129e+001	1.26910129e+001
5.45000000e-001	-5.63428243e+001	-4.69070922e+001	-4.69070922e+001	4.24604374e+001	4.24604374e+001	-7.41324436e+001	-3.84171427e+001	-7.58417143e+002	4.82309357e+000	4.82309357e+000
5.46000000e-001	-6.15282418e+001	-8.17817626e+001	-8.17817626e+001	-1.58300293e+001	-1.58300293e+001	-6.56519679e+001	-4.24112751e+001	-7.62411275e+002	-2.36326442e+001	-2.36326442e+001
5.47000000e-001	-6.52791032e+001	-2.35593929e+001	-2.35593929e+001	-1.65469195e+001	-1.65469195e+001	-6.27152478e+001	8.67701946e+001	-6.33229805e+002	-1.25303087e+001	-1.25303087e+001
5.48000000e-001	-6.89890779e+001	3.19003015e+001	3.19003015e+001	-9.72177557e+000	-9.72177557e+000	-5.83964256e+001	-6.02677841e+001	-6.00267784e+002	-2.64758642e+001	-2.64758642e+001
5.49000000e-001	-5.95344870e+001	3.01981736e+000	3.01981736e+000	4.89391605e+001	4.89391605e+001	-5.40457827e+001	-6.28591554e+001	-6.02859155e+002	8.02825157e+001	8.02825157e+001
5.50000000e-001	-6.63550289e+001	-4.49369097e+001	-4.49369097e+001	-1.72975215e+001	-1.72975215e+001	-6.38313329e+001	-5.73965556e+001	-5.97396556e+002	-1.93457588e+001	-1.93457588e+001
5.51000000e-001	-5.62217216e+001	6.85585280e+001	6.85585280e+001	-1.26071137e+001	-1.26071137e+001	-5.92048227e+001	-1.20655023e+001	-5.52065502e+002	3.90379281e+001	3.90379281e+001
5.52000000e-001	-6.29327875e+001	-8.57875903e+001	9.42124097e+001	-1.85385182e+000	-1.85385182e+000	-5.82119149e+001	7.11954863e+001	-4.68804514e+002	-4.63978494e+001	-4.63978494e+001
5.53000000e-001	-5.62776295e+001	-6.95880969e+001	1.10411903e+002	2.19116156e+001	2.19116156e+001	-5.55236919e+001	-5.44017164e+001	-5.94401716e+002	7.77325868e+001	7.77325868e+001
5.54000000e-001	-5.44921910e+001	2.23562261e+000	1.82235623e+002	-5.58293787e+001	-5.58293787e+001	-5.92612280e+001	-7.52595407e+001	-6.15259541e+002	1.49862087e+001	1.49862087e+001
5.55000000e-001	-5.98738155e+001	8.60309891e+001	2.66030989e+002	-1.39152634e+001	-1.39152634e+001	-7.69363022e+001	-5.08508740e+001	-5.90850874e+002	3.19239764e+000	3.19239764e+000
5.56000000e-001	-5.28589880e+001	1.31109366e+001	1.93110937e+002	8.03999598e+001	8.03999598e+001	-6.25958064e+001	6.93065079e+001	-4.70693492e+002	2.47060422e+000	2.47060422e+000
5.57000000e-001	-6.49509259e+001	7.44611524e+001	2.54461152e+002	3.31220801e+000	3.31220801e+000	-6.18024708e+001	9.86991326e+000	-5.30130087e+002	-2.80471557e+001	-2.80471557e+001
5.58000000e-001	-6.28846025e+001	1.74783407e+001	1.97478341e+002	1.12773110e+001	1.12773110e+001	-5.65209837e+001	4.04268870e+001	-4.99573113e+002	6.49655580e+001	6.49655580e+001
5.59000000e-001	-5.58065245e+001	8.56968806e+001	2.65696881e+002	6.58854332e+000	6.58854332e+000	-5.89697766e+001	5.45496637e+000	-5.34545034e+002	-6.12810818e+001	-6.12810818e+001
