Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-6.09300776e+001	4.49725612e+001	4.49725612e+001	1.54595997e+001	1.54595997e+001	-7.15704754e+001	1.44177683e+001	1.44177683e+001	-5.98169374e+000	-5.98169374e+000
5.01000000e-001	-6.43145743e+001	-6.20965512e+001	-6.20965512e+001	-9.06802458e+000	-9.06802458e+000	-5.97598180e+001	-1.57045274e+001	-1.57045274e+001	-3.20647616e+001	-3.20647616e+001
5.02000000e-001	-6.03056352e+001	-4.04275136e+001	-4.04275136e+001	2.21988714e+001	2.21988714e+001	-5.88229539e+001	-7.60957096e+001	-7.60957096e+001	-1.09634449e+001	-1.09634449e+001
5.03000000e-001	-5.96998971e+001	1.52906778e+001	1.52906778e+001	-2.13663429e+001	-2.13663429e+001	-5.77494352e+001	7.47094404e+001	-1.05290560e+002	6.56635730e+000	6.56635730e+000
5.04000000e-001	-5.55663534e+001	-9.34700003e+000	-9.34700003e+000	-7.80172503e+001	-7.80172503e+001	-5.39722447e+001	6.14277340e+001	-1.18572266e+002	-5.00430604e+000	-5.00430604e+000
5.05000000e-001	-6.42202997e+001	5.97979589e+001	5.97979589e+001	6.12058244e+000	6.12058244e+000	-5.90254719e+001	5.62201623e+001	-1.23779838e+002	1.96945931e+001	1.96945931e+001
5.06000000e-001	-6.74551823e+001	-2.89842009e+001	-2.89842009e+001	1.08323288e+001	1.08323288e+001	-5.78532069e+001	-8.36838344e+001	-8.36838344e+001	1.98510870e+000	1.98510870e+000
5.07000000e-001	-6.14697497e+001	-7.14808360e+001	-7.14808360e+001	1.04749253e+001	1.04749253e+001	-5.68768787e+001	-3.53692753e+001	-3.53692753e+001	2.48461061e+001	2.48461061e+001
5.08000000e-001	-6.04376431e+001	3.93705758e+001	3.93705758e+001	-1.55071648e+001	-1.55071648e+001	-6.53214160e+001	-7.98183814e+001	-7.98183814e+001	-4.90966473e+000	-4.90966473e+000
5.09000000e-001	-5.61316584e+001	-5.34607444e+000	-5.34607444e+000	3.63820601e+001	3.63820601e+001	-5.61444329e+001	-8.94728083e+001	-8.94728083e+001	-9.43247283e+000	-9.43247283e+000
5.10000000e-001	-6.60891157e+001	-3.76895064e+001	-3.76895064e+001	-1.20288421e+001	-1.20288421e+001	-6.94780587e+001	-6.72166148e-001	-6.72166148e-001	-7.39954962e+000	-7.39954962e+000
5.11000000e-001	-6.46884499e+001	-3.00300553e+000	-3.00300553e+000	1.44692449e+001	1.44692449e+001	-6.17615472e+001	3.29281568e+001	3.29281568e+001	1.87070551e+001	1.87070551e+001
5.12000000e-001	-7.08329406e+001	-9.09841915e+000	-9.09841915e+000	9.79785286e+000	9.79785286e+000	-5.70270946e+001	9.94702686e+000	9.94702686e+000	4.01318928e+001	4.01318928e+001
5.13000000e-001	-5.70060353e+001	8.64508346e+001	8.64508346e+001	4.83363484e+000	4.83363484e+000	-6.75553949e+001	1.59866762e+001	1.59866762e+001	1.19196211e+001	1.19196211e+001
5.14000000e-001	-6.28153333e+001	-6.01016811e+001	1.19898319e+002	-5.36478430e+000	-5.36478430e+000	-5.99369364e+001	4.51876024e+001	4.51876024e+001	1.71824932e+001	1.71824932e+001
5.15000000e-001	-5.58589097e+001	-8.96838825e+001	9.03161175e+001	3.81711701e+000	3.81711701e+000	-5.86310343e+001	1.53385161e+001	1.53385161e+001	2.10316983e+001	2.10316983e+001
5.16000000e-001	-6.86571949e+001	6.52513259e+000	1.86525133e+002	1.14085566e+001	1.14085566e+001	-7.11298002e+001	5.77317182e+001	5.77317182e+001	1.11488247e+000	1.11488247e+000
5.17000000e-001	-6.43052583e+001	3.70841280e+001	2.17084128e+002	-1.55456851e+001	-1.55456851e+001	-6.26737998e+001	3.86810508e+001	3.86810508e+001	-6.66381306e+000	-6.66381306e+000
5.18000000e-001	-6.59497187e+001	5.24167151e+001	2.32416715e+002	7.77518218e+000	7.77518218e+000	-6.25245511e+001	-7.36490581e+001	-7.36490581e+001	-6.24531436e+000	-6.24531436e+000
5.19000000e-001	-5.41676598e+001	1.13198591e+001	1.91319859e+002	4.51916979e+001	4.51916979e+001	-6.21245229e+001	-2.29723958e+001	-2.29723958e+001	-1.85226247e+001	-1.85226247e+001
5.20000000e-001	-6.35023795e+001	-8.13255406e+001	9.86744594e+001	-1.78141740e+000	-1.78141740e+000	-5.77514643e+001	5.07221933e+001	5.07221933e+001	2.64986568e+001	2.64986568e+001
5.21000000e-001	-6.30011371e+001	-1.79557201e+001	1.62044280e+002	2.16750195e+001	2.16750195e+001	-6.25949128e+001	2.08448210e+001	2.08448210e+001	-1.31185244e+001	-1.31185244e+001
5.22000000e-001	-4.94951272e+001	4.76537406e+001	2.27653741e+002	-6.01501082e+001	-6.01501082e+001	-5.67356141e+001	-7.83786546e+001	-7.83786546e+001	1.77660024e+000	1.77660024e+000
5.23000000e-001	-5.85137031e+001	7.67859337e+001	2.56785934e+002	-2.00793932e+000	-2.00793932e+000	-6.33404576e+001	1.33627841e+001	1.33627841e+001	-2.14109711e+001	-2.14109711e+001
5.24000000e-001	-6.09695635e+001	7.89772927e+001	2.58977293e+002	-4.31985550e+000	-4.31985550e+000	-5.32732623e+001	-3.98522007e+001	-3.98522007e+001	5.79542397e+001	5.79542397e+001
5.25000000e-001	-6.38125344e+001	4.46176953e+001	2.24617695e+002	-1.83163488e+001	-1.83163488e+001	-5.64316675e+001	4.93177438e+001	4.93177438e+001	-2.17917252e+001	-2.17917252e+001
