Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-6.54021138e+001	-1.98651545e+001	-1.98651545e+001	-1.43646462e+001	-1.43646462e+001	-6.03134944e+001	-4.65037964e+001	-4.65037964e+001	-2.19739953e+001	-2.19739953e+001
5.01000000e-001	-6.82599200e+001	-8.36943985e+000	-8.36943985e+000	-1.07097089e+001	-1.07097089e+001	-5.97401006e+001	-1.46760841e+001	-1.46760841e+001	3.23085771e+001	3.23085771e+001
5.02000000e-001	-6.38805947e+001	-7.99004279e+001	-7.99004279e+001	3.70515524e+000	3.70515524e+000	-5.42446897e+001	4.85286947e+001	4.85286947e+001	-2.31892057e+001	-2.31892057e+001
5.03000000e-001	-6.05293852e+001	7.56966535e+001	-1.04303347e+002	-3.60954669e+000	-3.60954669e+000	-6.37542802e+001	-8.90924946e+001	9.09075054e+001	7.33840761e-001	7.33840761e-001
5.04000000e-001	-6.29449353e+001	-1.95510215e+001	-1.99551022e+002	3.50735992e+001	3.50735992e+001	-5.71860789e+001	5.88927072e+001	5.88927072e+001	2.89046473e+000	2.89046473e+000
5.05000000e-001	-6.34432330e+001	-7.91833867e+001	-2.59183387e+002	3.65794312e+000	3.65794312e+000	-5.45025440e+001	-2.04345198e+001	-2.04345198e+001	-7.07646081e+001	-7.07646081e+001
5.06000000e-001	-6.48393931e+001	-6.11917877e+001	-2.41191788e+002	6.64502967e+000	6.64502967e+000	-5.83063594e+001	4.91454774e+001	4.91454774e+001	-2.44798818e+001	-2.44798818e+001
5.07000000e-001	-5.90498242e+001	-3.81732779e+001	-2.18173278e+002	-2.47270483e+001	-2.47270483e+001	-6.89893940e+001	6.26618636e+001	6.26618636e+001	2.94765400e+000	2.94765400e+000
5.08000000e-001	-7.89084671e+001	-1.51475111e+000	-1.81514751e+002	2.56451378e+000	2.56451378e+000	-6.41800696e+001	5.45524936e+001	5.45524936e+001	8.43240325e+000	8.43240325e+000
5.09000000e-001	-5.46644926e+001	-3.91645207e+001	-2.19164521e+002	-4.09843809e+001	-4.09843809e+001	-6.05530970e+001	-4.70723933e+001	-4.70723933e+001	2.46986971e+001	2.46986971e+001
5.10000000e-001	-6.02940618e+001	-3.29910148e+001	-2.12991015e+002	2.30143939e+001	2.30143939e+001	-5.73863970e+001	8.48389066e+001	-9.51610934e+001	-6.91344097e+000	-6.91344097e+000
5.11000000e-001	-5.78457161e+001	-5.94337008e+001	-2.39433701e+002	-3.24259163e+001	-3.24259163e+001	-5.69578488e+001	2.08841677e+001	-1.59115832e+002	-3.27774868e+001	-3.27774868e+001
5.12000000e-001	-6.38547256e+001	7.54830591e+001	-2.84516941e+002	1.41851193e+000	1.41851193e+000	-5.19322272e+001	4.44137931e+001	-1.35586207e+002	-4.19696901e+001	-4.19696901e+001
