Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-5.89998847e+001	-8.87371021e+001	-8.87371021e+001	-5.41818060e+000	-5.41818060e+000	-6.00737743e+001	-3.43100895e+001	-3.43100895e+001	-2.43843297e+001	-2.43843297e+001
5.01000000e-001	-6.22973118e+001	-5.06791000e+001	-5.06791000e+001	-1.50376585e+001	-1.50376585e+001	-6.85251344e+001	4.94123365e+001	4.94123365e+001	-6.81753637e+000	-6.81753637e+000
5.02000000e-001	-6.35833700e+001	-1.38715165e+001	-1.38715165e+001	1.78014442e+001	1.78014442e+001	-6.49429067e+001	-3.70885184e+001	-3.70885184e+001	-1.37474630e+001	-1.37474630e+001
5.03000000e-001	-6.78935715e+001	4.23307674e+001	4.23307674e+001	-6.66643901e+000	-6.66643901e+000	-6.25926763e+001	-4.51317238e+001	-4.51317238e+001	1.06089830e+001	1.06089830e+001
5.04000000e-001	-5.46852466e+001	3.22538799e+001	3.22538799e+001	-5.42475527e+001	-5.42475527e+001	-5.85407095e+001	8.60354074e+001	-9.39645926e+001	-1.52919068e+001	-1.52919068e+001
5.05000000e-001	-5.60718708e+001	5.06328956e+001	5.06328956e+001	3.28258025e+001	3.28258025e+001	-5.43087449e+001	8.39197579e+001	-9.60802421e+001	5.94623780e+000	5.94623780e+000
5.06000000e-001	-6.30397478e+001	2.04845261e+001	2.04845261e+001	1.93362652e+001	1.93362652e+001	-5.75418159e+001	-6.91254519e+001	-6.91254519e+001	-1.24549745e+001	-1.24549745e+001
5.07000000e-001	-5.65017413e+001	1.00636743e+000	1.00636743e+000	4.43386169e+001	4.43386169e+001	-6.16233258e+001	6.98261988e+001	-1.10173801e+002	-2.41406744e+000	-2.41406744e+000
5.08000000e-001	-5.53803836e+001	-3.20556216e+001	-3.20556216e+001	3.45809998e+001	3.45809998e+001	-5.56543333e+001	-8.77971020e+001	-8.77971020e+001	-1.82815112e+001	-1.82815112e+001
5.09000000e-001	-5.64245711e+001	6.20075085e+001	6.20075085e+001	2.56234269e+001	2.56234269e+001	-5.93039299e+001	1.45348326e+001	1.45348326e+001	2.26605602e+001	2.26605602e+001
5.10000000e-001	-5.83861895e+001	-3.43262040e+001	-3.43262040e+001	2.40175593e+001	2.40175593e+001	-5.53936674e+001	-2.84180380e+001	-2.84180380e+001	-3.97544842e+001	-3.97544842e+001
5.11000000e-001	-6.17046602e+001	4.89517499e+001	4.89517499e+001	1.05802663e+001	1.05802663e+001	-6.66852206e+001	1.76230379e+001	1.76230379e+001	-9.36449015e+000	-9.36449015e+000
5.12000000e-001	-5.77109329e+001	-1.76096789e+001	-1.76096789e+001	3.93235026e+001	3.93235026e+001	-6.29104064e+001	-3.59103698e+000	-3.59103698e+000	1.97837685e+001	1.97837685e+001
5.13000000e-001	-5.98818090e+001	8.08249337e+001	8.08249337e+001	1.88348317e+000	1.88348317e+000	-6.52546067e+001	9.47692999e+000	9.47692999e+000	-1.23951865e+001	-1.23951865e+001
5.14000000e-001	-5.66116533e+001	-3.16958574e+001	-3.16958574e+001	-4.32309728e+001	-4.32309728e+001	-5.88954259e+001	8.42372304e+001	8.42372304e+001	-8.96296422e+000	-8.96296422e+000
5.15000000e-001	-6.77570783e+001	1.29885255e+001	1.29885255e+001	-7.42462925e+000	-7.42462925e+000	-5.81742409e+001	5.57978278e+001	5.57978278e+001	9.48519752e+000	9.48519752e+000
5.16000000e-001	-6.35852590e+001	1.30307235e+001	1.30307235e+001	2.09885793e+001	2.09885793e+001	-5.51927478e+001	-7.86433819e+001	1.01356618e+002	-2.88010008e+001	-2.88010008e+001
5.17000000e-001	-5.57382439e+001	6.62097562e+001	6.62097562e+001	-1.41326625e+001	-1.41326625e+001	-5.67292742e+001	-7.30177256e+001	1.06982274e+002	2.34023347e+001	2.34023347e+001
5.18000000e-001	-6.45012921e+001	-3.34667732e+001	-3.34667732e+001	1.18480892e+001	1.18480892e+001	-5.88106850e+001	8.05439040e+001	8.05439040e+001	2.91260187e+000	2.91260187e+000
5.19000000e-001	-6.13527535e+001	-3.71794885e+001	-3.71794885e+001	1.66618943e+001	1.66618943e+001	-6.92935292e+001	5.55261567e+001	5.55261567e+001	4.33938167e+000	4.33938167e+000
5.20000000e-001	-6.35994235e+001	8.68871646e+001	8.68871646e+001	1.54516923e+000	1.54516923e+000	-6.94352412e+001	-4.25790862e+001	-4.25790862e+001	-9.99229246e+000	-9.99229246e+000
5.21000000e-001	-5.65688809e+001	5.45859272e+000	5.45859272e+000	-3.81740575e+001	-3.81740575e+001	-6.22100373e+001	-4.63379070e+001	-4.63379070e+001	-1.84586419e+001	-1.84586419e+001
5.22000000e-001	-5.44561867e+001	-8.67210522e+001	-8.67210522e+001	-1.95205227e+001	-1.95205227e+001	-6.40675353e+001	-3.79824789e+001	-3.79824789e+001	-1.80114885e+001	-1.80114885e+001
5.23000000e-001	-5.39706423e+001	6.79624755e+001	-1.12037524e+002	8.24140554e+000	8.24140554e+000	-6.03799377e+001	3.27097637e+001	3.27097637e+001	-2.38894320e+001	-2.38894320e+001
5.24000000e-001	-5.92080842e+001	4.65410947e+001	-1.33458905e+002	1.89346515e+001	1.89346515e+001	-5.19811878e+001	-2.95199050e+001	-2.95199050e+001	7.05889296e+001	7.05889296e+001
5.25000000e-001	-6.43938544e+001	3.96056006e+001	-1.40394399e+002	-1.90855923e+001	-1.90855923e+001	-7.57950721e+001	2.32650309e+001	2.32650309e+001	-4.83544998e+000	-4.83544998e+000
5.26000000e-001	-6.63496813e+001	-6.94787988e+001	-2.49478799e+002	-9.41983584e+000	-9.41983584e+000	-5.90131505e+001	7.12653270e+001	7.12653270e+001	4.84331965e+000	4.84331965e+000
5.27000000e-001	-6.68051376e+001	2.72904124e+001	-1.52709588e+002	1.10890896e+001	1.10890896e+001	-6.03940763e+001	3.41726854e+001	3.41726854e+001	3.06325509e+001	3.06325509e+001
5.28000000e-001	-5.57796280e+001	7.83970263e+001	-1.01602974e+002	-1.59084164e+000	-1.59084164e+000	-6.86086186e+001	-4.82829743e+000	-4.82829743e+000	-1.47747937e+001	-1.47747937e+001
5.29000000e-001	-5.95653852e+001	-9.48744704e+000	-1.89487447e+002	3.00672223e+001	3.00672223e+001	-6.95889816e+001	-5.30444295e+001	-5.30444295e+001	-6.05521819e+000	-6.05521819e+000
5.30000000e-001	-7.41772101e+001	-7.23356979e+001	-2.52335698e+002	2.36419425e+000	2.36419425e+000	-6.37351686e+001	3.06174723e+001	3.06174723e+001	-9.83735707e+000	-9.83735707e+000
5.31000000e-001	-5.56732664e+001	6.73275846e+001	-2.92672415e+002	8.84859666e+000	8.84859666e+000	-6.56305685e+001	-6.81364485e+001	-6.81364485e+001	-8.74616731e+000	-8.74616731e+000
5.32000000e-001	-6.43930420e+001	-1.82814190e+001	-3.78281419e+002	-1.50571743e+001	-1.50571743e+001	-6.17240764e+001	5.73084390e+001	5.73084390e+001	-1.00754598e+001	-1.00754598e+001
5.33000000e-001	-5.89562602e+001	-1.12641523e+001	-3.71264152e+002	3.97036378e+001	3.97036378e+001	-5.87112446e+001	-3.39585848e+001	-3.39585848e+001	2.90944543e+001	2.90944543e+001
5.34000000e-001	-5.49776569e+001	-8.74458043e+001	-4.47445804e+002	-2.27116279e+001	-2.27116279e+001	-5.89747974e+001	2.49793967e+001	2.49793967e+001	-2.19199906e+001	-2.19199906e+001
5.35000000e-001	-5.32908982e+001	-7.80702206e+001	-4.38070221e+002	-3.69368873e+001	-3.69368873e+001	-6.13976898e+001	3.36322211e+001	3.36322211e+001	1.67181273e+001	1.67181273e+001
5.36000000e-001	-7.32790436e+001	6.00067154e+000	-3.53999328e+002	-5.52904836e+000	-5.52904836e+000	-5.89782952e+001	7.12963483e+001	7.12963483e+001	8.26877332e+000	8.26877332e+000
5.37000000e-001	-6.60178467e+001	3.15687197e+001	-3.28431280e+002	8.10548974e+000	8.10548974e+000	-5.93656789e+001	-3.68960474e+001	-3.68960474e+001	1.75417806e+001	1.75417806e+001
5.38000000e-001	-6.08340749e+001	5.96599506e+001	-3.00340049e+002	-1.29119184e+001	-1.29119184e+001	-5.88532730e+001	4.72672808e+001	4.72672808e+001	-1.70208829e+001	-1.70208829e+001
5.39000000e-001	-6.44209553e+001	-7.07306668e+001	-2.50730667e+002	-6.03987978e+000	-6.03987978e+000	-6.54528869e+001	7.07278957e+001	7.07278957e+001	-1.92899698e+000	-1.92899698e+000
5.40000000e-001	-5.92833009e+001	4.13085345e+001	-1.38691465e+002	-1.49295091e+001	-1.49295091e+001	-5.68713600e+001	7.95824427e+001	7.95824427e+001	7.28334576e-001	7.28334576e-001
5.41000000e-001	-5.85838306e+001	-8.08993520e+001	-2.60899352e+002	9.98172994e+000	9.98172994e+000	-6.56775270e+001	-8.52427731e+001	9.47572269e+001	-5.32322331e+000	-5.32322331e+000
5.42000000e-001	-5.67413564e+001	4.17508665e+001	-1.38249134e+002	2.43126534e+001	2.43126534e+001	-5.80566502e+001	-3.02196067e+001	1.49780393e+002	-2.49473338e+001	-2.49473338e+001
5.43000000e-001	-6.14827320e+001	-9.91361247e+000	-1.89913612e+002	-1.62105114e+001	-1.62105114e+001	-7.31927831e+001	-4.05730789e+001	1.39426921e+002	-4.64041806e+000	-4.64041806e+000
5.44000000e-001	-6.24503854e+001	7.50668544e+001	-1.04933146e+002	-3.60696284e+000	-3.60696284e+000	-5.90315392e+001	-5.55494737e+001	1.24450526e+002	1.23855390e+001	1.23855390e+001
5.45000000e-001	-6.86984016e+001	-7.96318656e+001	-7.96318656e+001	-8.66372127e-001	-8.66372127e-001	-6.00099759e+001	1.65711551e+001	1.96571155e+002	2.28460813e+001	2.28460813e+001
5.46000000e-001	-7.46193024e+001	-7.97821064e+001	-7.97821064e+001	1.42677270e+000	1.42677270e+000	-5.92168891e+001	-1.78896690e+001	1.62110331e+002	2.08096121e+001	2.08096121e+001
5.47000000e-001	-6.18973457e+001	-1.40066653e+001	-1.40066653e+001	-2.10712287e+001	-2.10712287e+001	-5.84543973e+001	-8.57479615e+001	9.42520385e+001	3.03887891e+000	3.03887891e+000
5.48000000e-001	-6.07446679e+001	9.89392282e-001	9.89392282e-001	2.06740771e+001	2.06740771e+001	-6.41400764e+001	-7.98838264e+001	1.00116174e+002	-8.09842703e+000	-8.09842703e+000
5.49000000e-001	-6.52583376e+001	-2.80595820e+001	-2.80595820e+001	1.41459957e+001	1.41459957e+001	-7.67225316e+001	-8.04023790e+001	9.95976210e+001	-8.08322168e-001	-8.08322168e-001
5.50000000e-001	-5.29833814e+001	6.78192297e+000	6.78192297e+000	5.43829688e+001	5.43829688e+001	-6.37555169e+001	1.04823869e+001	1.90482387e+002	-1.50273737e+001	-1.50273737e+001
