Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-6.37640395e+001	2.51198298e+001	2.51198298e+001	1.30324793e+001	1.30324793e+001	-6.85969511e+001	-6.00419440e+000	-6.00419440e+000	8.74353442e+000	8.74353442e+000
5.01000000e-001	-6.73545718e+001	1.23440206e+001	1.23440206e+001	9.80615338e+000	9.80615338e+000	-7.61319903e+001	3.26303505e+001	3.26303505e+001	-3.95320894e+000	-3.95320894e+000
5.02000000e-001	-5.60930907e+001	-1.41231411e+001	-1.41231411e+001	4.11397250e+001	4.11397250e+001	-6.51877007e+001	-8.74454563e+001	-8.74454563e+001	-3.74907316e-001	-3.74907316e-001
5.03000000e-001	-5.61017624e+001	7.55742748e+001	7.55742748e+001	2.71560923e+001	2.71560923e+001	-5.99853605e+001	2.55519512e+001	2.55519512e+001	2.11534627e+001	2.11534627e+001
5.04000000e-001	-6.65237534e+001	1.35817552e+000	1.35817552e+000	-1.86952544e+001	-1.86952544e+001	-5.73525222e+001	-1.31207236e+001	-1.31207236e+001	2.63027093e+001	2.63027093e+001
5.05000000e-001	-5.84452500e+001	-8.35764804e+001	-8.35764804e+001	-1.33282001e+001	-1.33282001e+001	-6.95841958e+001	7.36057342e+001	7.36057342e+001	-1.40816311e+000	-1.40816311e+000
5.06000000e-001	-6.34098463e+001	-8.64976375e+001	-8.64976375e+001	-8.62811680e+000	-8.62811680e+000	-6.07347916e+001	-6.04846155e+001	1.19515385e+002	-1.07868850e+001	-1.07868850e+001
5.07000000e-001	-7.78901629e+001	-4.57505515e+001	-4.57505515e+001	3.22571850e+000	3.22571850e+000	-6.05861974e+001	5.41236515e+001	2.34123652e+002	4.83221103e+000	4.83221103e+000
5.08000000e-001	-6.38013895e+001	4.54381121e+001	4.54381121e+001	-1.01823601e+001	-1.01823601e+001	-5.73331255e+001	-7.36089314e+001	1.06391069e+002	-2.31157145e+001	-2.31157145e+001
5.09000000e-001	-6.08739891e+001	2.65725469e+001	2.65725469e+001	-1.37692584e+001	-1.37692584e+001	-7.41791296e+001	6.22662104e+001	6.22662104e+001	1.49146321e+000	1.49146321e+000
5.10000000e-001	-5.68559763e+001	1.51730724e+001	1.51730724e+001	3.72112532e+001	3.72112532e+001	-5.66899004e+001	-1.42049956e+001	-1.42049956e+001	2.71407321e+001	2.71407321e+001
5.11000000e-001	-6.55629174e+001	6.97752123e+001	6.97752123e+001	-9.14437243e-003	-9.14437243e-003	-6.94782646e+001	-8.57247547e+001	-8.57247547e+001	1.25044854e+000	1.25044854e+000
5.12000000e-001	-6.26099103e+001	2.67339010e+001	2.67339010e+001	2.33650871e+001	2.33650871e+001	-7.35691334e+001	-4.73096560e+001	-4.73096560e+001	4.42333481e+000	4.42333481e+000
5.13000000e-001	-5.80237313e+001	-7.05820232e+001	-7.05820232e+001	1.41861887e+001	1.41861887e+001	-6.11966274e+001	-5.95958554e+000	-5.95958554e+000	2.81561985e+001	2.81561985e+001
5.14000000e-001	-5.64551511e+001	7.04003366e+000	7.04003366e+000	-3.89326478e+001	-3.89326478e+001	-5.82083038e+001	-1.92749954e+001	-1.92749954e+001	2.61400021e+001	2.61400021e+001
5.15000000e-001	-6.18269573e+001	-1.87801344e+001	-1.87801344e+001	-1.53660429e+001	-1.53660429e+001	-5.59518431e+001	8.42953283e+001	8.42953283e+001	-1.22931924e+001	-1.22931924e+001
5.16000000e-001	-6.19663516e+001	-8.61650023e+001	-8.61650023e+001	6.23755829e+000	6.23755829e+000	-6.05028879e+001	7.54077876e+001	7.54077876e+001	-2.56782185e+000	-2.56782185e+000
5.17000000e-001	-6.76635429e+001	8.10633249e+001	-9.89366751e+001	-2.62413956e+000	-2.62413956e+000	-5.64443508e+001	-8.36874665e+001	9.63125335e+001	1.85030413e+001	1.85030413e+001
5.18000000e-001	-6.13938056e+001	4.44095608e+000	-1.75559044e+002	-1.86809164e+001	-1.86809164e+001	-5.63654241e+001	8.20240523e+001	8.20240523e+001	3.36280722e+000	3.36280722e+000
5.19000000e-001	-6.88065938e+001	1.73435145e+001	-1.62656485e+002	5.51858065e+000	5.51858065e+000	-6.42413067e+001	2.24595502e+001	2.24595502e+001	-1.10895076e+001	-1.10895076e+001
5.20000000e-001	-7.03274041e+001	-2.04206016e+001	-2.00420602e+002	-5.54096348e+000	-5.54096348e+000	-6.36578350e+001	-1.48174813e+001	-1.48174813e+001	1.96142174e+001	1.96142174e+001
5.21000000e-001	-6.39127761e+001	5.38220517e+001	-1.26177948e+002	-8.76508148e+000	-8.76508148e+000	-6.05240566e+001	-3.68493085e+001	-3.68493085e+001	-2.37398683e+001	-2.37398683e+001
5.22000000e-001	-5.36596801e+001	5.07388384e+001	-1.29261162e+002	-5.01179530e+001	-5.01179530e+001	-5.51716011e+001	7.40002601e+001	7.40002601e+001	-1.16568399e+001	-1.16568399e+001
5.23000000e-001	-5.58479158e+001	4.49830097e+001	-1.35016990e+002	2.24592805e+001	2.24592805e+001	-5.36571986e+001	3.89882825e+001	3.89882825e+001	-3.57752204e+001	-3.57752204e+001
5.24000000e-001	-6.35121702e+001	-8.15284926e+001	-2.61528493e+002	-9.64795002e+000	-9.64795002e+000	-5.47974668e+001	-4.20404889e+001	-4.20404889e+001	5.05907417e+001	5.05907417e+001
5.25000000e-001	-6.59143829e+001	3.07083260e+001	-1.49291674e+002	-1.91141674e+001	-1.91141674e+001	-6.62368226e+001	3.72891455e+001	3.72891455e+001	-1.16913432e+001	-1.16913432e+001
5.26000000e-001	-5.47815410e+001	1.32341920e+001	-1.66765808e+002	4.69875011e+001	4.69875011e+001	-5.78164892e+001	-6.16767085e+001	-6.16767085e+001	1.39038660e+001	1.39038660e+001
5.27000000e-001	-6.82496005e+001	-6.77162701e+001	-2.47716270e+002	3.03122680e+000	3.03122680e+000	-6.08825655e+001	8.46532570e+001	-9.53467430e+001	2.29668285e+000	2.29668285e+000
5.28000000e-001	-7.22500643e+001	-7.62357430e+001	-2.56235743e+002	2.25985779e+000	2.25985779e+000	-5.84007393e+001	-2.85170259e+001	-2.08517026e+002	2.87092087e+001	2.87092087e+001
5.29000000e-001	-5.65307022e+001	-2.69479262e+001	-2.06947926e+002	4.22720792e+001	4.22720792e+001	-6.00882638e+001	1.89254698e+001	-1.61074530e+002	2.13741031e+001	2.13741031e+001
5.30000000e-001	-6.22501016e+001	-1.98187015e+001	-1.99818701e+002	2.05232532e+001	2.05232532e+001	-5.54024505e+001	-4.41582256e+001	-2.24158226e+002	3.22194018e+001	3.22194018e+001
