Frequency 	 |S21| 	 Phase(S21) 	 ExtPhase(S21) 	 CorPhase(S21)	 ExtCorPhase(S21)	 |S12| 	 Phase(S12)	 ExtPhase(S12) 	 CorPhase(S12)	 ExtCorPhase(S12)
GHz 	 dB 	 deg 	 deg 	 deg	 deg	 dB 	 deg 	 deg 	 deg	 deg
5.00000000e-001	-6.10907032e+001	4.46156534e+001	4.46156534e+001	-1.53337661e+001	-1.53337661e+001	-6.45312329e+001	-8.00118320e+001	-8.00118320e+001	3.16347882e+000	3.16347882e+000
5.01000000e-001	-6.32949994e+001	-8.22824276e+001	-8.22824276e+001	5.10342558e+000	5.10342558e+000	-6.38321861e+001	-3.07084455e+001	-3.07084455e+001	1.91422479e+001	1.91422479e+001
5.02000000e-001	-6.47959552e+001	2.27331030e+001	2.27331030e+001	-9.93806751e+000	-9.93806751e+000	-5.46027161e+001	-8.43296837e+001	-8.43296837e+001	7.99324910e+000	7.99324910e+000
5.03000000e-001	-5.99575882e+001	7.10255720e+001	7.10255720e+001	-1.32447809e+000	-1.32447809e+000	-5.87090440e+001	4.92393622e+001	-1.30760638e+002	-1.74905599e+001	-1.74905599e+001
5.04000000e-001	-5.60312987e+001	-8.09465607e+001	9.90534393e+001	2.95723055e+001	2.95723055e+001	-5.60917100e+001	7.55651124e+001	-1.04434888e+002	1.31200770e+001	1.31200770e+001
5.05000000e-001	-5.84135463e+001	7.42087725e+000	1.87420877e+002	3.36606404e+001	3.36606404e+001	-5.30773224e+001	7.21018992e+001	-1.07898101e+002	-1.92618029e+001	-1.92618029e+001
5.06000000e-001	-5.99775300e+001	5.52110833e+001	2.35211083e+002	-9.53574176e+000	-9.53574176e+000	-6.29864155e+001	2.66211753e+001	-1.53378825e+002	-2.41583986e+001	-2.41583986e+001
5.07000000e-001	-6.36848156e+001	-6.71075293e+001	1.12892471e+002	-8.60629626e+000	-8.60629626e+000	-5.96599770e+001	-7.58307933e+001	-2.55830793e+002	-6.63462374e+000	-6.63462374e+000
5.08000000e-001	-6.07323703e+001	-1.68692126e+001	1.63130787e+002	2.19282908e+001	2.19282908e+001	-6.08089253e+001	8.64577756e+001	-2.73542224e+002	3.18116963e+000	3.18116963e+000
5.09000000e-001	-5.49891188e+001	-5.09589875e+001	1.29041012e+002	-2.75101295e+001	-2.75101295e+001	-5.63715340e+001	6.57852846e+001	-2.94214715e+002	-4.08855015e+000	-4.08855015e+000
5.10000000e-001	-6.00284733e+001	-5.30336271e+001	1.26966373e+002	1.97700970e+001	1.97700970e+001	-6.61003728e+001	-8.28246615e+001	-2.62824662e+002	-4.28613839e+000	-4.28613839e+000
5.11000000e-001	-6.81568850e+001	2.50329013e+001	2.05032901e+002	9.40308645e+000	9.40308645e+000	-6.12409353e+001	-7.25989603e+001	-2.52598960e+002	1.40029907e+000	1.40029907e+000
5.12000000e-001	-6.84740612e+001	-7.67924040e+001	1.03207596e+002	-7.09036285e+000	-7.09036285e+000	-5.61968203e+001	4.27543756e+001	-1.37245624e+002	-3.20050023e+001	-3.20050023e+001
5.13000000e-001	-5.92749093e+001	7.70364604e+001	7.70364604e+001	1.91699588e+000	1.91699588e+000	-5.87407394e+001	-3.38144934e+001	-2.13814493e+002	2.76300519e+001	2.76300519e+001
5.14000000e-001	-5.58765583e+001	4.23972651e+001	4.23972651e+001	-3.26872776e+001	-3.26872776e+001	-5.91965623e+001	3.69285296e+001	-1.43071470e+002	-2.13173976e+001	-2.13173976e+001
5.15000000e-001	-5.86214605e+001	6.18874981e+001	6.18874981e+001	-1.59941196e+001	-1.59941196e+001	-6.08041137e+001	6.92520529e+001	-1.10747947e+002	1.08811183e+001	1.08811183e+001
5.16000000e-001	-6.42680878e+001	-4.18954433e+001	-4.18954433e+001	1.33197994e+001	1.33197994e+001	-5.84164101e+001	2.70645001e+001	-1.52935500e+002	2.23326931e+001	2.23326931e+001
5.17000000e-001	-5.60407443e+001	2.30264151e+001	2.30264151e+001	5.29872418e+001	5.29872418e+001	-5.60034500e+001	1.44570911e+001	-1.65542909e+002	4.51564916e+001	4.51564916e+001
5.18000000e-001	-6.19293985e+001	-3.93159758e+000	-3.93159758e+000	-2.37903710e+001	-2.37903710e+001	-6.46831674e+001	4.74204016e+001	-1.32579598e+002	-6.00279913e+000	-6.00279913e+000
5.19000000e-001	-5.88424813e+001	-8.28940258e+001	-8.28940258e+001	-2.45929599e+000	-2.45929599e+000	-5.46625754e+001	2.84928122e+001	-1.51507188e+002	5.16725047e+001	5.16725047e+001
5.20000000e-001	-5.98580581e+001	-3.46731061e+001	-3.46731061e+001	-2.52238896e+001	-2.52238896e+001	-6.19767604e+001	-7.40440919e+001	-2.54044092e+002	7.05707923e+000	7.05707923e+000
5.21000000e-001	-5.75891059e+001	5.09795774e+001	5.09795774e+001	-2.25681249e+001	-2.25681249e+001	-6.21403461e+001	4.05939513e+001	-1.39406049e+002	9.26715436e+000	9.26715436e+000
5.22000000e-001	-5.62726423e+001	4.65837771e+001	4.65837771e+001	1.09104373e+001	1.09104373e+001	-5.53841463e+001	-5.64739835e+001	-2.36473983e+002	-2.22810198e+001	-2.22810198e+001
5.23000000e-001	-8.99550101e+001	-1.75071172e+001	-1.75071172e+001	8.73320328e-001	8.73320328e-001	-6.13584880e+001	2.58614060e+001	-1.54138594e+002	-1.70942213e+001	-1.70942213e+001
5.24000000e-001	-7.12716554e+001	7.59890299e+001	7.59890299e+001	1.32030856e+000	1.32030856e+000	-6.18395842e+001	-3.05835281e+001	-2.10583528e+002	-1.79826340e+001	-1.79826340e+001
5.25000000e-001	-6.14051013e+001	-7.88306533e+001	1.01169347e+002	8.24710464e+000	8.24710464e+000	-6.48238959e+001	6.59395155e+001	-1.14060485e+002	2.25178425e+000	2.25178425e+000
5.26000000e-001	-6.07654110e+001	7.55187597e+001	7.55187597e+001	7.30042084e+000	7.30042084e+000	-6.73881098e+001	3.73138195e+001	-1.42686181e+002	9.80734941e+000	9.80734941e+000
5.27000000e-001	-7.03788991e+001	-2.73671646e+000	-2.73671646e+000	-6.14426281e+000	-6.14426281e+000	-6.62203797e+001	4.43316688e+001	-1.35668331e+002	-8.61430563e+000	-8.61430563e+000
5.28000000e-001	-6.01632508e+001	-2.90488243e+001	-2.90488243e+001	-3.22865598e+001	-3.22865598e+001	-6.72660916e+001	1.29993808e+001	-1.67000619e+002	1.52149926e+001	1.52149926e+001
5.29000000e-001	-6.78901877e+001	-4.94770573e+001	-4.94770573e+001	1.27884023e+001	1.27884023e+001	-5.55683512e+001	6.75907264e+001	-1.12409274e+002	-1.73985383e+001	-1.73985383e+001
5.30000000e-001	-5.40094067e+001	-8.04755339e+001	-8.04755339e+001	-1.70654203e+001	-1.70654203e+001	-6.20895064e+001	2.39209037e+001	-1.56079096e+002	1.57474193e+001	1.57474193e+001
5.31000000e-001	-6.77234443e+001	-6.09010101e+001	-6.09010101e+001	6.93407226e+000	6.93407226e+000	-5.94237435e+001	7.56488410e+001	-1.04351159e+002	7.03116738e-001	7.03116738e-001
