Frequency	 |S11|	 Phase(S11)	 ExtPh(S11)	 |S21|	 Phase(S21)	 ExtPh(S21)	 |S12|	 Phase(S12)	 ExtPh(S12)	 |S22|	 Phase(S22)	 ExtPh(S22) 
5.000000e-001	-5.992658e+000	-1.635673e+001	-1.635673e+001	-5.771137e+001	7.115810e+001	7.115810e+001	-5.502493e+001	6.334410e+001	6.334410e+001	-5.770221e+000	-1.566370e+001	-1.566370e+001	
5.010000e-001	-5.983677e+000	-1.640430e+001	-1.640430e+001	-5.803526e+001	6.120437e+001	6.120437e+001	-6.090717e+001	5.818759e+001	5.818759e+001	-5.758270e+000	-1.555041e+001	-1.555041e+001	
5.020000e-001	-5.986283e+000	-1.635876e+001	-1.635876e+001	-5.822001e+001	5.450550e+001	5.450550e+001	-6.178994e+001	3.418167e+000	3.418167e+000	-5.760798e+000	-1.573227e+001	-1.573227e+001	
5.030000e-001	-5.980798e+000	-1.640256e+001	-1.640256e+001	-6.663219e+001	4.801201e+001	4.801201e+001	-5.830904e+001	3.667720e+001	3.667720e+001	-5.768236e+000	-1.577499e+001	-1.577499e+001	
5.040000e-001	-5.993390e+000	-1.650340e+001	-1.650340e+001	-6.144309e+001	1.526380e+001	1.526380e+001	-6.068595e+001	8.358854e+001	8.358854e+001	-5.756827e+000	-1.579027e+001	-1.579027e+001	
5.050000e-001	-5.978481e+000	-1.645931e+001	-1.645931e+001	-6.600933e+001	2.490408e+001	2.490408e+001	-6.293375e+001	1.561816e+001	1.561816e+001	-5.780122e+000	-1.578626e+001	-1.578626e+001	
5.060000e-001	-5.986958e+000	-1.645518e+001	-1.645518e+001	-5.616931e+001	7.552121e+001	7.552121e+001	-6.011863e+001	3.710522e+001	3.710522e+001	-5.757072e+000	-1.579954e+001	-1.579954e+001	
5.070000e-001	-5.975360e+000	-1.649600e+001	-1.649600e+001	-6.538563e+001	5.788923e+001	5.788923e+001	-5.805204e+001	5.546580e+001	5.546580e+001	-5.776407e+000	-1.597752e+001	-1.597752e+001	
5.080000e-001	-5.984664e+000	-1.662670e+001	-1.662670e+001	-6.245803e+001	5.944280e+001	5.944280e+001	-5.810176e+001	1.211239e+001	1.211239e+001	-5.771753e+000	-1.594632e+001	-1.594632e+001	
5.090000e-001	-5.980218e+000	-1.654804e+001	-1.654804e+001	-5.828448e+001	6.265699e+001	6.265699e+001	-6.117140e+001	4.882932e+001	4.882932e+001	-5.754666e+000	-1.596377e+001	-1.596377e+001	
5.100000e-001	-5.984178e+000	-1.663296e+001	-1.663296e+001	-5.615371e+001	3.950008e+001	3.950008e+001	-6.390656e+001	-3.780808e+000	-3.780808e+000	-5.759535e+000	-1.602708e+001	-1.602708e+001	
5.110000e-001	-5.987462e+000	-1.678399e+001	-1.678399e+001	-5.669518e+001	5.842425e+001	5.842425e+001	-5.732627e+001	7.175698e+001	7.175698e+001	-5.759891e+000	-1.607160e+001	-1.607160e+001	
5.120000e-001	-5.967107e+000	-1.671724e+001	-1.671724e+001	-5.964253e+001	2.920856e+001	2.920856e+001	-5.568237e+001	6.783778e+001	6.783778e+001	-5.781153e+000	-1.605915e+001	-1.605915e+001	
5.130000e-001	-5.963088e+000	-1.666987e+001	-1.666987e+001	-5.486393e+001	3.329116e+001	3.329116e+001	-5.998260e+001	1.679640e+001	1.679640e+001	-5.753154e+000	-1.606711e+001	-1.606711e+001	
5.140000e-001	-5.978056e+000	-1.674479e+001	-1.674479e+001	-5.801459e+001	4.758397e+001	4.758397e+001	-5.904540e+001	7.065255e+001	7.065255e+001	-5.775210e+000	-1.611210e+001	-1.611210e+001	
5.150000e-001	-5.970366e+000	-1.683246e+001	-1.683246e+001	-6.064254e+001	3.691762e+001	3.691762e+001	-6.859879e+001	4.396962e+001	4.396962e+001	-5.774812e+000	-1.615870e+001	-1.615870e+001	
5.160000e-001	-5.971995e+000	-1.686218e+001	-1.686218e+001	-6.485793e+001	6.238575e+001	6.238575e+001	-6.222995e+001	8.030890e+001	8.030890e+001	-5.749125e+000	-1.615141e+001	-1.615141e+001	
5.170000e-001	-5.989292e+000	-1.696736e+001	-1.696736e+001	-6.516758e+001	5.873475e+001	5.873475e+001	-5.608774e+001	5.186144e+001	5.186144e+001	-5.756381e+000	-1.628529e+001	-1.628529e+001	
5.180000e-001	-5.983355e+000	-1.700537e+001	-1.700537e+001	-5.645904e+001	5.323590e+001	5.323590e+001	-5.984276e+001	2.197511e+001	2.197511e+001	-5.770224e+000	-1.618383e+001	-1.618383e+001	
