Frequency	 |S11|	 Phase(S11)	 ExtPh(S11)	 |S21|	 Phase(S21)	 ExtPh(S21)	 |S12|	 Phase(S12)	 ExtPh(S12)	 |S22|	 Phase(S22)	 ExtPh(S22) 
5.000000e-001	-6.930575e-001	-2.180124e+000	-2.180124e+000	-5.512774e+001	-7.551407e+001	-7.551407e+001	-6.023779e+001	2.520569e+001	2.520569e+001	-5.489660e-001	-1.799923e+000	-1.799923e+000	
5.010000e-001	-6.928998e-001	-2.290601e+000	-2.290601e+000	-5.461307e+001	8.343118e+001	-9.656882e+001	-5.825648e+001	8.271946e+001	8.271946e+001	-5.596425e-001	-1.835803e+000	-1.835803e+000	
5.020000e-001	-7.018152e-001	-2.210251e+000	-2.210251e+000	-5.759919e+001	7.228562e+001	-1.077144e+002	-5.776882e+001	5.595149e+001	5.595149e+001	-5.472480e-001	-1.904366e+000	-1.904366e+000	
5.030000e-001	-7.026867e-001	-2.155271e+000	-2.155271e+000	-5.535758e+001	6.872200e+001	-1.112780e+002	-5.567022e+001	-8.888739e+001	9.111261e+001	-5.671751e-001	-1.808530e+000	-1.808530e+000	
5.040000e-001	-7.061743e-001	-2.261381e+000	-2.261381e+000	-6.095925e+001	4.960517e+001	-1.303948e+002	-5.489950e+001	-8.795417e+001	9.204583e+001	-5.676464e-001	-1.910082e+000	-1.910082e+000	
5.050000e-001	-7.049673e-001	-2.237767e+000	-2.237767e+000	-5.371027e+001	-6.942753e+001	-2.494275e+002	-6.443543e+001	-6.630828e+001	1.136917e+002	-5.593960e-001	-1.893699e+000	-1.893699e+000	
5.060000e-001	-6.850560e-001	-2.191487e+000	-2.191487e+000	-5.693426e+001	7.792671e+001	-2.820733e+002	-6.038634e+001	7.559677e+001	7.559677e+001	-5.685658e-001	-1.997186e+000	-1.997186e+000	
5.070000e-001	-6.949822e-001	-2.315875e+000	-2.315875e+000	-5.335638e+001	7.206716e+001	-2.879328e+002	-5.400255e+001	8.444686e+001	8.444686e+001	-5.511020e-001	-1.956742e+000	-1.956742e+000	
5.080000e-001	-6.980897e-001	-2.219321e+000	-2.219321e+000	-5.558217e+001	-8.613545e+001	-2.661354e+002	-6.093575e+001	-6.551618e+001	1.144838e+002	-5.588413e-001	-2.001906e+000	-2.001906e+000	
5.090000e-001	-6.937995e-001	-2.313149e+000	-2.313149e+000	-5.365698e+001	8.408562e+001	-2.759144e+002	-5.775007e+001	6.942157e+001	2.494216e+002	-5.508001e-001	-1.937443e+000	-1.937443e+000	
5.100000e-001	-7.022406e-001	-2.254415e+000	-2.254415e+000	-5.463558e+001	6.367302e+001	-2.963270e+002	-5.686560e+001	6.373711e+001	2.437371e+002	-5.779799e-001	-1.858871e+000	-1.858871e+000	
5.110000e-001	-6.911847e-001	-2.383886e+000	-2.383886e+000	-5.837276e+001	7.870891e+001	-2.812911e+002	-5.580715e+001	-6.984895e+001	1.101511e+002	-5.437761e-001	-2.005243e+000	-2.005243e+000	
5.120000e-001	-6.886961e-001	-2.314148e+000	-2.314148e+000	-6.358729e+001	8.525556e+001	-2.747444e+002	-5.524203e+001	5.104131e+001	2.310413e+002	-5.581645e-001	-1.918135e+000	-1.918135e+000	
5.130000e-001	-6.892546e-001	-2.294418e+000	-2.294418e+000	-5.178546e+001	-5.264161e+001	-4.126416e+002	-5.299329e+001	7.125531e+001	2.512553e+002	-5.615118e-001	-1.984531e+000	-1.984531e+000	
5.140000e-001	-6.844239e-001	-2.392685e+000	-2.392685e+000	-5.326466e+001	8.399702e+001	-2.760030e+002	-5.426884e+001	8.909771e+001	2.690977e+002	-5.432036e-001	-1.945666e+000	-1.945666e+000	
5.150000e-001	-6.867528e-001	-2.333761e+000	-2.333761e+000	-5.581449e+001	5.077056e+001	-3.092294e+002	-5.677130e+001	-5.568283e+000	1.744317e+002	-5.531444e-001	-1.974567e+000	-1.974567e+000	
