Frequency	 |S11|	 Phase(S11)	 ExtPh(S11)	 |S21|	 Phase(S21)	 ExtPh(S21)	 |S12|	 Phase(S12)	 ExtPh(S12)	 |S22|	 Phase(S22)	 ExtPh(S22) 
5.000000e-001	-1.744018e+000	-5.011445e+000	-5.011445e+000	-5.665804e+001	7.433122e+001	7.433122e+001	-5.484339e+001	6.118773e+001	6.118773e+001	-1.709063e+000	-4.658373e+000	-4.658373e+000	
5.010000e-001	-1.753230e+000	-5.059379e+000	-5.059379e+000	-6.036145e+001	1.243713e+001	1.243713e+001	-5.432711e+001	8.832874e+001	8.832874e+001	-1.707898e+000	-4.670585e+000	-4.670585e+000	
5.020000e-001	-1.763680e+000	-5.010073e+000	-5.010073e+000	-5.805622e+001	-7.738978e+001	-7.738978e+001	-5.794897e+001	8.088731e+001	8.088731e+001	-1.705650e+000	-4.630885e+000	-4.630885e+000	
5.030000e-001	-1.750436e+000	-5.047226e+000	-5.047226e+000	-5.819617e+001	6.988401e+001	-1.101160e+002	-5.812001e+001	-4.139192e+001	-4.139192e+001	-1.719429e+000	-4.714810e+000	-4.714810e+000	
5.040000e-001	-1.767695e+000	-5.105815e+000	-5.105815e+000	-6.205514e+001	4.887119e+001	-1.311288e+002	-5.245631e+001	-8.335649e+001	-8.335649e+001	-1.711591e+000	-4.744425e+000	-4.744425e+000	
5.050000e-001	-1.761157e+000	-5.150961e+000	-5.150961e+000	-6.078117e+001	6.913285e+001	-1.108671e+002	-6.584792e+001	6.789594e+001	-1.121041e+002	-1.708130e+000	-4.695240e+000	-4.695240e+000	
5.060000e-001	-1.752420e+000	-5.066837e+000	-5.066837e+000	-6.431797e+001	4.690203e+001	-1.330980e+002	-4.944754e+001	8.689820e+001	-9.310180e+001	-1.729510e+000	-4.688650e+000	-4.688650e+000	
5.070000e-001	-1.755901e+000	-5.176267e+000	-5.176267e+000	-5.658800e+001	-7.419699e+001	-2.541970e+002	-5.587869e+001	4.349653e+001	-1.365035e+002	-1.713726e+000	-4.740232e+000	-4.740232e+000	
5.080000e-001	-1.760675e+000	-5.176446e+000	-5.176446e+000	-5.781183e+001	2.858101e+001	-1.514190e+002	-6.535368e+001	-5.543466e+001	-2.354347e+002	-1.718729e+000	-4.858252e+000	-4.858252e+000	
5.090000e-001	-1.758587e+000	-5.232525e+000	-5.232525e+000	-6.701551e+001	3.187074e+001	-1.481293e+002	-5.499193e+001	-3.937182e+001	-2.193718e+002	-1.721794e+000	-4.807057e+000	-4.807057e+000	
5.100000e-001	-1.758326e+000	-5.145864e+000	-5.145864e+000	-5.608844e+001	-8.619438e+001	-2.661944e+002	-5.360208e+001	6.087472e+001	-1.191253e+002	-1.728150e+000	-4.845590e+000	-4.845590e+000	
5.110000e-001	-1.746612e+000	-5.250839e+000	-5.250839e+000	-6.538411e+001	4.711237e+001	-1.328876e+002	-5.998060e+001	-6.835589e+001	-2.483559e+002	-1.734061e+000	-4.846261e+000	-4.846261e+000	
5.120000e-001	-1.759622e+000	-5.197988e+000	-5.197988e+000	-5.526255e+001	5.732052e+001	-1.226795e+002	-5.415682e+001	-8.263614e+001	-2.626361e+002	-1.712409e+000	-4.808119e+000	-4.808119e+000	
5.130000e-001	-1.759771e+000	-5.274979e+000	-5.274979e+000	-5.247042e+001	8.824077e+001	-9.175923e+001	-6.681008e+001	7.471978e+001	-2.852802e+002	-1.713000e+000	-4.776686e+000	-4.776686e+000	
5.140000e-001	-1.749605e+000	-5.184148e+000	-5.184148e+000	-6.161467e+001	-7.439668e+001	-7.439668e+001	-5.360891e+001	5.702443e+001	-3.029756e+002	-1.725605e+000	-4.852279e+000	-4.852279e+000	
5.150000e-001	-1.754855e+000	-5.199645e+000	-5.199645e+000	-5.930883e+001	7.377093e+001	-1.062291e+002	-5.584694e+001	-7.863400e+001	-4.386340e+002	-1.700541e+000	-4.884038e+000	-4.884038e+000	
5.160000e-001	-1.759853e+000	-5.271439e+000	-5.271439e+000	-5.719142e+001	8.037754e+001	-9.962246e+001	-5.402081e+001	-7.158496e+001	-4.315850e+002	-1.730836e+000	-4.856255e+000	-4.856255e+000	
5.170000e-001	-1.752480e+000	-5.331125e+000	-5.331125e+000	-5.796340e+001	7.888448e+001	-1.011155e+002	-6.040099e+001	4.501223e+001	-3.149878e+002	-1.720332e+000	-4.870221e+000	-4.870221e+000	
5.180000e-001	-1.758578e+000	-5.258333e+000	-5.258333e+000	-6.265449e+001	-5.873797e+001	-2.387380e+002	-5.473350e+001	5.947817e+001	-3.005218e+002	-1.711154e+000	-4.921817e+000	-4.921817e+000	
5.190000e-001	-1.761005e+000	-5.236505e+000	-5.236505e+000	-5.224271e+001	-4.863877e+001	-2.286388e+002	-5.589258e+001	8.390889e+001	-2.760911e+002	-1.744342e+000	-4.861429e+000	-4.861429e+000	
5.200000e-001	-1.750762e+000	-5.236767e+000	-5.236767e+000	-5.466910e+001	-6.816160e+001	-2.481616e+002	-5.680509e+001	-6.359625e+001	-2.435962e+002	-1.720734e+000	-4.980279e+000	-4.980279e+000	
5.210000e-001	-1.771522e+000	-5.333407e+000	-5.333407e+000	-5.673856e+001	-6.374366e+001	-2.437437e+002	-5.426800e+001	-6.403697e+001	-2.440370e+002	-1.733968e+000	-4.997127e+000	-4.997127e+000	
5.220000e-001	-1.744956e+000	-5.340892e+000	-5.340892e+000	-5.005007e+001	6.859644e+001	-1.114036e+002	-5.377034e+001	-6.933820e+001	-2.493382e+002	-1.713542e+000	-4.999725e+000	-4.999725e+000	
5.230000e-001	-1.771671e+000	-5.254998e+000	-5.254998e+000	-5.568719e+001	6.074405e+001	-1.192560e+002	-5.426441e+001	7.802662e+001	-2.819734e+002	-1.724726e+000	-4.882726e+000	-4.882726e+000	
5.240000e-001	-1.772289e+000	-5.437064e+000	-5.437064e+000	-5.662181e+001	8.693317e+001	-9.306683e+001	-5.379051e+001	8.573410e+001	-2.742659e+002	-1.708322e+000	-4.998955e+000	-4.998955e+000	
5.250000e-001	-1.758646e+000	-5.323902e+000	-5.323902e+000	-5.831430e+001	4.617130e+001	-1.338287e+002	-5.662563e+001	-7.885043e+001	-2.588504e+002	-1.720171e+000	-5.109935e+000	-5.109935e+000	
5.260000e-001	-1.763529e+000	-5.459448e+000	-5.459448e+000	-6.605979e+001	6.880843e+001	-1.111916e+002	-5.343595e+001	8.250897e+001	-2.774910e+002	-1.706812e+000	-4.974054e+000	-4.974054e+000	
5.270000e-001	-1.759826e+000	-5.302084e+000	-5.302084e+000	-5.353170e+001	8.793736e+001	-9.206264e+001	-6.675241e+001	5.674383e+000	-3.543256e+002	-1.721276e+000	-4.993218e+000	-4.993218e+000	
5.280000e-001	-1.761494e+000	-5.465775e+000	-5.465775e+000	-6.596132e+001	-8.780033e+001	-8.780033e+001	-5.575493e+001	8.253370e+001	-2.774663e+002	-1.721270e+000	-5.076235e+000	-5.076235e+000	
5.290000e-001	-1.760917e+000	-5.343712e+000	-5.343712e+000	-5.394623e+001	7.717502e+001	-1.028250e+002	-5.717932e+001	7.124611e+001	-2.887539e+002	-1.728895e+000	-4.938294e+000	-4.938294e+000	
5.300000e-001	-1.752467e+000	-5.322827e+000	-5.322827e+000	-5.150656e+001	7.750014e+001	-1.024999e+002	-5.649651e+001	3.943032e+001	-3.205697e+002	-1.716763e+000	-5.023634e+000	-5.023634e+000	
5.310000e-001	-1.749345e+000	-5.448523e+000	-5.448523e+000	-5.294672e+001	7.727235e+001	-1.027277e+002	-6.042087e+001	8.545850e+001	-2.745415e+002	-1.722839e+000	-5.001698e+000	-5.001698e+000	
