Frequency	 |S11|	 Phase(S11)	 ExtPh(S11)	 |S21|	 Phase(S21)	 ExtPh(S21)	 |S12|	 Phase(S12)	 ExtPh(S12)	 |S22|	 Phase(S22)	 ExtPh(S22) 
5.000000e-001	-1.677968e-001	-2.001509e+000	-2.001509e+000	-6.621070e+001	5.588531e+001	5.588531e+001	-6.918588e+001	1.389375e+001	1.389375e+001	-8.248187e-002	-1.466373e+000	-1.466373e+000	
5.010000e-001	-1.483479e-001	-2.007235e+000	-2.007235e+000	-6.143659e+001	4.289426e+001	4.289426e+001	-6.676033e+001	-6.702266e+001	-6.702266e+001	-9.951856e-002	-1.553978e+000	-1.553978e+000	
5.020000e-001	-1.581763e-001	-1.917076e+000	-1.917076e+000	-6.386066e+001	-5.312997e+001	-5.312997e+001	-7.052988e+001	8.725094e+001	-9.274906e+001	-7.767998e-002	-1.480304e+000	-1.480304e+000	
5.030000e-001	-1.563859e-001	-1.985134e+000	-1.985134e+000	-5.783551e+001	3.878193e+001	3.878193e+001	-6.551354e+001	-1.630405e+001	-1.963041e+002	-8.459366e-002	-1.506162e+000	-1.506162e+000	
5.040000e-001	-1.679546e-001	-2.000147e+000	-2.000147e+000	-6.052509e+001	-1.973694e+001	-1.973694e+001	-5.937844e+001	8.128069e+001	-9.871931e+001	-7.649046e-002	-1.550857e+000	-1.550857e+000	
5.050000e-001	-1.634354e-001	-2.011674e+000	-2.011674e+000	-7.008053e+001	-1.167393e+001	-1.167393e+001	-6.699394e+001	-1.682742e+001	-1.968274e+002	-7.737593e-002	-1.550134e+000	-1.550134e+000	
5.060000e-001	-1.567360e-001	-1.966391e+000	-1.966391e+000	-6.361329e+001	-3.024468e+001	-3.024468e+001	-6.754195e+001	-8.054178e+001	-2.605418e+002	-1.079039e-001	-1.547023e+000	-1.547023e+000	
5.070000e-001	-1.630279e-001	-2.016301e+000	-2.016301e+000	-7.105504e+001	4.740305e+001	4.740305e+001	-6.579809e+001	7.207568e+001	-2.879243e+002	-8.339263e-002	-1.567836e+000	-1.567836e+000	
5.080000e-001	-1.600236e-001	-1.918085e+000	-1.918085e+000	-6.414917e+001	-7.616679e+001	-7.616679e+001	-7.076161e+001	8.561154e+001	-2.743885e+002	-9.954796e-002	-1.566906e+000	-1.566906e+000	
5.090000e-001	-1.628039e-001	-1.995964e+000	-1.995964e+000	-6.600712e+001	-2.070334e+001	-2.070334e+001	-6.376560e+001	2.425411e+001	-3.357459e+002	-8.998714e-002	-1.501294e+000	-1.501294e+000	
5.100000e-001	-1.596657e-001	-2.083100e+000	-2.083100e+000	-6.988026e+001	4.394632e+001	4.394632e+001	-6.199808e+001	-5.381581e+001	-4.138158e+002	-9.406843e-002	-1.605053e+000	-1.605053e+000	
5.110000e-001	-1.665038e-001	-2.030360e+000	-2.030360e+000	-6.182351e+001	-5.819514e+001	-5.819514e+001	-6.895851e+001	7.222127e+001	-2.877787e+002	-9.267866e-002	-1.613488e+000	-1.613488e+000	
5.120000e-001	-1.594060e-001	-2.007183e+000	-2.007183e+000	-6.889269e+001	7.044459e+001	7.044459e+001	-6.501082e+001	-1.112985e+001	-3.711299e+002	-8.631905e-002	-1.676710e+000	-1.676710e+000	
5.130000e-001	-1.559936e-001	-1.987910e+000	-1.987910e+000	-6.515275e+001	-8.079359e+001	9.920641e+001	-6.868449e+001	-3.299569e+001	-3.929957e+002	-8.489958e-002	-1.637191e+000	-1.637191e+000	
5.140000e-001	-1.589189e-001	-2.018795e+000	-2.018795e+000	-5.950871e+001	7.696650e+001	7.696650e+001	-6.930066e+001	-3.472855e+001	-3.947286e+002	-8.465826e-002	-1.572724e+000	-1.572724e+000	
5.150000e-001	-1.547939e-001	-1.993408e+000	-1.993408e+000	-6.985550e+001	7.232502e+001	7.232502e+001	-6.769476e+001	-5.666557e+001	-4.166656e+002	-8.211977e-002	-1.617754e+000	-1.617754e+000	
