Frequency	 |S11|	 Phase(S11)	 ExtPh(S11)	 |S21|	 Phase(S21)	 ExtPh(S21)	 |S12|	 Phase(S12)	 ExtPh(S12)	 |S22|	 Phase(S22)	 ExtPh(S22) 
5.000000e-001	-1.176314e+000	-3.733870e+000	-3.733870e+000	-6.528335e+001	3.647202e+001	3.647202e+001	-6.050756e+001	6.878478e+001	6.878478e+001	-1.223292e+000	-3.241128e+000	-3.241128e+000	
5.010000e-001	-1.178880e+000	-3.878937e+000	-3.878937e+000	-6.660372e+001	-1.892531e+001	-1.892531e+001	-5.960665e+001	8.383034e+001	8.383034e+001	-1.236786e+000	-3.364155e+000	-3.364155e+000	
5.020000e-001	-1.181386e+000	-3.810787e+000	-3.810787e+000	-5.817055e+001	-8.527380e+001	-8.527380e+001	-5.751031e+001	3.930443e+001	3.930443e+001	-1.241151e+000	-3.248332e+000	-3.248332e+000	
5.030000e-001	-1.181740e+000	-3.721233e+000	-3.721233e+000	-5.943628e+001	-7.712511e+001	-7.712511e+001	-5.697205e+001	5.599170e+001	5.599170e+001	-1.240250e+000	-3.255512e+000	-3.255512e+000	
5.040000e-001	-1.187974e+000	-3.778997e+000	-3.778997e+000	-6.177878e+001	7.808202e+001	-1.019180e+002	-5.706851e+001	8.814097e+001	8.814097e+001	-1.232136e+000	-3.302240e+000	-3.302240e+000	
5.050000e-001	-1.183146e+000	-3.744366e+000	-3.744366e+000	-6.448741e+001	3.102236e+001	-1.489776e+002	-5.820305e+001	6.420814e+001	6.420814e+001	-1.248242e+000	-3.322990e+000	-3.322990e+000	
5.060000e-001	-1.196381e+000	-3.832742e+000	-3.832742e+000	-5.754869e+001	4.175558e+001	-1.382444e+002	-5.582919e+001	5.003264e+001	5.003264e+001	-1.235662e+000	-3.387589e+000	-3.387589e+000	
5.070000e-001	-1.180899e+000	-3.859717e+000	-3.859717e+000	-5.304081e+001	5.348651e+001	-1.265135e+002	-6.037259e+001	-4.286839e+001	-4.286839e+001	-1.227530e+000	-3.464410e+000	-3.464410e+000	
5.080000e-001	-1.184189e+000	-3.802929e+000	-3.802929e+000	-5.492157e+001	-8.982239e+001	-8.982239e+001	-6.682587e+001	7.151416e+001	7.151416e+001	-1.239076e+000	-3.401962e+000	-3.401962e+000	
5.090000e-001	-1.183744e+000	-3.879994e+000	-3.879994e+000	-5.899511e+001	-6.850850e+001	-6.850850e+001	-5.562590e+001	-6.405782e+001	-6.405782e+001	-1.237852e+000	-3.506726e+000	-3.506726e+000	
5.100000e-001	-1.188773e+000	-3.832870e+000	-3.832870e+000	-5.844639e+001	5.568666e+001	5.568666e+001	-5.828312e+001	1.865962e+001	1.865962e+001	-1.235085e+000	-3.411780e+000	-3.411780e+000	
5.110000e-001	-1.197642e+000	-3.852218e+000	-3.852218e+000	-6.326966e+001	5.437061e+001	5.437061e+001	-6.486011e+001	-8.359306e+001	-8.359306e+001	-1.252509e+000	-3.374044e+000	-3.374044e+000	
5.120000e-001	-1.178504e+000	-3.888781e+000	-3.888781e+000	-6.445919e+001	-7.032960e+001	-7.032960e+001	-7.177956e+001	-7.848219e+001	-7.848219e+001	-1.229044e+000	-3.315859e+000	-3.315859e+000	
