Frequency	 |S11|	 Phase(S11)	 ExtPh(S11)	 |S21|	 Phase(S21)	 ExtPh(S21)	 |S12|	 Phase(S12)	 ExtPh(S12)	 |S22|	 Phase(S22)	 ExtPh(S22) 
5.000000e-001	-1.758824e+000	-5.983470e+000	-5.983470e+000	-5.302984e+001	8.632689e+001	8.632689e+001	-5.632561e+001	-5.737161e+001	-5.737161e+001	-1.761717e+000	-5.510719e+000	-5.510719e+000	
5.010000e-001	-1.757472e+000	-5.892705e+000	-5.892705e+000	-5.985732e+001	8.173547e+001	8.173547e+001	-5.738694e+001	6.755614e+001	6.755614e+001	-1.749799e+000	-5.516932e+000	-5.516932e+000	
5.020000e-001	-1.750849e+000	-6.002343e+000	-6.002343e+000	-5.173074e+001	-7.904381e+001	1.009562e+002	-5.571247e+001	-6.427022e+001	-6.427022e+001	-1.754773e+000	-5.538565e+000	-5.538565e+000	
5.030000e-001	-1.766338e+000	-5.868257e+000	-5.868257e+000	-5.387583e+001	-8.978089e+001	9.021911e+001	-5.282599e+001	5.719735e+001	5.719735e+001	-1.764084e+000	-5.500749e+000	-5.500749e+000	
5.040000e-001	-1.770237e+000	-6.005962e+000	-6.005962e+000	-5.359280e+001	-8.461032e+001	9.538968e+001	-5.253927e+001	7.641919e+001	7.641919e+001	-1.757549e+000	-5.449080e+000	-5.449080e+000	
5.050000e-001	-1.765859e+000	-5.949361e+000	-5.949361e+000	-6.293488e+001	-8.589190e+001	9.410810e+001	-5.551384e+001	2.947634e+001	2.947634e+001	-1.759722e+000	-5.552831e+000	-5.552831e+000	
5.060000e-001	-1.774434e+000	-6.065679e+000	-6.065679e+000	-5.507415e+001	3.691451e+001	2.169145e+002	-5.141824e+001	-8.277824e+001	-8.277824e+001	-1.764846e+000	-5.542436e+000	-5.542436e+000	
5.070000e-001	-1.769261e+000	-6.107042e+000	-6.107042e+000	-5.731126e+001	4.913212e+001	2.291321e+002	-5.966272e+001	-6.624371e+001	-6.624371e+001	-1.758241e+000	-5.647777e+000	-5.647777e+000	
5.080000e-001	-1.771847e+000	-6.004779e+000	-6.004779e+000	-6.254825e+001	6.137063e+001	2.413706e+002	-6.236778e+001	-8.110055e+001	-8.110055e+001	-1.758353e+000	-5.687787e+000	-5.687787e+000	
5.090000e-001	-1.773787e+000	-6.117576e+000	-6.117576e+000	-6.747918e+001	7.752537e+001	2.575254e+002	-5.436172e+001	5.317572e+001	5.317572e+001	-1.767999e+000	-5.732070e+000	-5.732070e+000	
5.100000e-001	-1.769951e+000	-6.067918e+000	-6.067918e+000	-5.939164e+001	7.793396e+001	2.579340e+002	-5.921131e+001	5.826341e+001	5.826341e+001	-1.756774e+000	-5.651304e+000	-5.651304e+000	
5.110000e-001	-1.750822e+000	-6.127123e+000	-6.127123e+000	-5.711521e+001	-8.655742e+001	2.734426e+002	-5.871803e+001	-8.357345e+001	9.642655e+001	-1.777591e+000	-5.584273e+000	-5.584273e+000	
