Frequency	 |S11|	 Phase(S11)	 ExtPh(S11)	 |S21|	 Phase(S21)	 ExtPh(S21)	 |S12|	 Phase(S12)	 ExtPh(S12)	 |S22|	 Phase(S22)	 ExtPh(S22) 
5.000000e-001	-5.347689e-001	-3.184753e+000	-3.184753e+000	-5.365362e+001	8.999618e+001	8.999618e+001	-5.303537e+001	8.345834e+001	8.345834e+001	-5.584747e-001	-2.712177e+000	-2.712177e+000	
5.010000e-001	-5.287841e-001	-3.269706e+000	-3.269706e+000	-5.333934e+001	8.206715e+001	8.206715e+001	-5.319699e+001	8.455712e+001	8.455712e+001	-5.568812e-001	-2.742122e+000	-2.742122e+000	
5.020000e-001	-5.323472e-001	-3.217919e+000	-3.217919e+000	-5.518890e+001	-8.725786e+001	9.274214e+001	-5.316570e+001	7.666754e+001	7.666754e+001	-5.546385e-001	-2.699462e+000	-2.699462e+000	
5.030000e-001	-5.349342e-001	-3.187197e+000	-3.187197e+000	-5.390472e+001	7.608315e+001	7.608315e+001	-5.346657e+001	7.830114e+001	7.830114e+001	-5.540004e-001	-2.757730e+000	-2.757730e+000	
5.040000e-001	-5.338857e-001	-3.251938e+000	-3.251938e+000	-5.505664e+001	7.199003e+001	7.199003e+001	-5.288492e+001	7.788582e+001	7.788582e+001	-5.506997e-001	-2.696531e+000	-2.696531e+000	
5.050000e-001	-5.340616e-001	-3.269446e+000	-3.269446e+000	-5.259273e+001	8.922731e+001	8.922731e+001	-5.432380e+001	8.400219e+001	8.400219e+001	-5.581951e-001	-2.704301e+000	-2.704301e+000	
5.060000e-001	-5.329077e-001	-3.260035e+000	-3.260035e+000	-5.409355e+001	8.454629e+001	8.454629e+001	-5.470902e+001	8.316041e+001	8.316041e+001	-5.597100e-001	-2.738624e+000	-2.738624e+000	
5.070000e-001	-5.381592e-001	-3.277849e+000	-3.277849e+000	-5.391904e+001	8.280785e+001	8.280785e+001	-5.292424e+001	8.571894e+001	8.571894e+001	-5.575206e-001	-2.779852e+000	-2.779852e+000	
5.080000e-001	-5.288937e-001	-3.266786e+000	-3.266786e+000	-5.300539e+001	7.446858e+001	7.446858e+001	-5.254010e+001	7.868109e+001	7.868109e+001	-5.534037e-001	-2.784991e+000	-2.784991e+000	
5.090000e-001	-5.330646e-001	-3.300693e+000	-3.300693e+000	-5.444604e+001	8.099212e+001	8.099212e+001	-5.411715e+001	7.031171e+001	7.031171e+001	-5.533477e-001	-2.807546e+000	-2.807546e+000	
5.100000e-001	-5.309085e-001	-3.291766e+000	-3.291766e+000	-5.364751e+001	7.516831e+001	7.516831e+001	-5.411373e+001	8.401249e+001	8.401249e+001	-5.610134e-001	-2.801815e+000	-2.801815e+000	
5.110000e-001	-5.361270e-001	-3.295637e+000	-3.295637e+000	-5.390843e+001	7.325251e+001	7.325251e+001	-5.305027e+001	8.419430e+001	8.419430e+001	-5.583088e-001	-2.824535e+000	-2.824535e+000	
5.120000e-001	-5.329669e-001	-3.283936e+000	-3.283936e+000	-5.339832e+001	7.934943e+001	7.934943e+001	-5.445783e+001	8.665769e+001	8.665769e+001	-5.581875e-001	-2.783249e+000	-2.783249e+000	
5.130000e-001	-5.337302e-001	-3.279541e+000	-3.279541e+000	-5.449120e+001	8.984273e+001	8.984273e+001	-5.479787e+001	-8.976088e+001	9.023912e+001	-5.558678e-001	-2.824577e+000	-2.824577e+000	
